master_seed,total_atoms,LogisticRegression/Macro-Precision,LogisticRegression/Macro-Recall,LogisticRegression/Macro-F1,LogisticRegression/Macro-PR-AUC,LogisticRegression/Accuracy,LogisticRegression/ROC-AUC,LogisticRegression/MCC,LogisticRegression/Minority-Precision,LogisticRegression/Minority-Recall,LogisticRegression/Minority-F1,LogisticRegression/Minority-PR-AUC,GradientBoosting/Macro-Precision,GradientBoosting/Macro-Recall,GradientBoosting/Macro-F1,GradientBoosting/Macro-PR-AUC,GradientBoosting/Accuracy,GradientBoosting/ROC-AUC,GradientBoosting/MCC,GradientBoosting/Minority-Precision,GradientBoosting/Minority-Recall,GradientBoosting/Minority-F1,GradientBoosting/Minority-PR-AUC,LinearSVM/Macro-Precision,LinearSVM/Macro-Recall,LinearSVM/Macro-F1,LinearSVM/Macro-PR-AUC,LinearSVM/Accuracy,LinearSVM/ROC-AUC,LinearSVM/MCC,LinearSVM/Minority-Precision,LinearSVM/Minority-Recall,LinearSVM/Minority-F1,LinearSVM/Minority-PR-AUC,RandomForest/Macro-Precision,RandomForest/Macro-Recall,RandomForest/Macro-F1,RandomForest/Macro-PR-AUC,RandomForest/Accuracy,RandomForest/ROC-AUC,RandomForest/MCC,RandomForest/Minority-Precision,RandomForest/Minority-Recall,RandomForest/Minority-F1,RandomForest/Minority-PR-AUC,SRC_pure/Macro-Precision,SRC_pure/Macro-Recall,SRC_pure/Macro-F1,SRC_pure/Macro-PR-AUC,SRC_pure/Accuracy,SRC_pure/ROC-AUC,SRC_pure/MCC,SRC_pure/Minority-Precision,SRC_pure/Minority-Recall,SRC_pure/Minority-F1,SRC_pure/Minority-PR-AUC,SRC_fddl/Macro-Precision,SRC_fddl/Macro-Recall,SRC_fddl/Macro-F1,SRC_fddl/Macro-PR-AUC,SRC_fddl/Accuracy,SRC_fddl/ROC-AUC,SRC_fddl/MCC,SRC_fddl/Minority-Precision,SRC_fddl/Minority-Recall,SRC_fddl/Minority-F1,SRC_fddl/Minority-PR-AUC
1,26,0.5382638845644743,0.5959149326193021,0.5457347131733851,0.532945277451577,0.8792679595738869,0.6573160188754008,0.12116233589287223,0.10732984293193717,0.2887323943661972,0.15648854961832062,0.08879021900109085,0.6075005990893841,0.5987516459941805,0.6028952857738841,0.5634371906732616,0.9431849221524173,0.7589944326373129,0.20606660190760834,0.24615384615384617,0.22535211267605634,0.23529411764705882,0.14255831205045427,0.5369446578324051,0.5923938058587387,0.5439035152228269,0.5328661896923841,0.8789948101611581,0.6563044078623489,0.11684960493360284,0.10498687664041995,0.28169014084507044,0.15296367112810708,0.08864586010248494,0.7064376429938833,0.6769578825610669,0.6904003572280781,0.6429403694274742,0.9571155422015842,0.8101903549744045,0.38226047760706344,0.4380165289256198,0.3732394366197183,0.40304182509505704,0.29956144405070234,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,26,0.5440309126385658,0.6034144623352505,0.5542506319971109,0.5365884377544964,0.887189292543021,0.6986299725033921,0.13495826253546198,0.11830985915492957,0.29577464788732394,0.16901408450704225,0.09340422984344773,0.6010756250121787,0.6038046980376147,0.6024172274349983,0.5663008993619918,0.9399071291996722,0.7267829769180585,0.20486214617007592,0.2328767123287671,0.23943661971830985,0.2361111111111111,0.1502438682701418,0.5441854636591479,0.5987876677513218,0.5546054449549922,0.5331118926020013,0.8912865337339525,0.6829204839723193,0.13213597395710228,0.11904761904761904,0.28169014084507044,0.16736401673640167,0.08875518991699846,0.6800871681666384,0.6910113708680043,0.6853615227407469,0.6137828692079222,0.951652553947009,0.7999271560022253,0.3709377137323538,0.3841059602649007,0.4084507042253521,0.39590443686006827,0.24198591873927805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,26,0.5500898179145913,0.6104877345916934,0.562656791303309,0.5533817050390761,0.8942911772739689,0.6838860671845796,0.14878589324924074,0.1299093655589124,0.3028169014084507,0.18181818181818182,0.1265707246730471,0.6362030528585525,0.5894980568263231,0.6071016862495417,0.5991930843021365,0.9513794045342803,0.7775036121817578,0.2208158378799258,0.30434782608695654,0.19718309859154928,0.23931623931623933,0.21246986077443292,0.539683980433113,0.6063052083458409,0.54694847701223,0.5479216006600862,0.8732586724938541,0.6798636376371328,0.12990171373672268,0.10922330097087378,0.31690140845070425,0.1624548736462094,0.11740202022694368,0.7499929105768521,0.6764205580170423,0.7060938599642197,0.6672656425228302,0.9625785304561595,0.8387646138267513,0.42001851761213016,0.5252525252525253,0.36619718309859156,0.4315352697095436,0.34480652742198403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,26,0.5297905631020436,0.5682031947296167,0.5347647466161156,0.530385045304433,0.8844577984157334,0.6691041388998955,0.09015124128604372,0.0927536231884058,0.22535211267605634,0.13141683778234087,0.08368260700168514,0.6307727497712649,0.6395843089225892,0.6350042008835406,0.5793669357115088,0.9437312209778749,0.7597038611321238,0.2702134260374839,0.2894736842105263,0.30985915492957744,0.29931972789115646,0.17433855604777626,0.5307859690484288,0.5691977954684629,0.5362661989671637,0.5288061195902783,0.8863698443048348,0.6678753967396307,0.09231080520744274,0.09467455621301775,0.22535211267605634,0.13333333333333333,0.08043978007855394,0.7447745269787216,0.6795154273181001,0.7065059851833909,0.662360268932916,0.962032231630702,0.8164341262122321,0.41924123750972314,0.5145631067961165,0.3732394366197183,0.4326530612244898,0.33788104148127107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,26,0.5535410519697823,0.607708055665622,0.566884196879837,0.5494126012682906,0.9019393608303742,0.7009463716084514,0.15187893344315098,0.13712374581939799,0.2887323943661972,0.18594104308390022,0.118096464656592,0.6271238290448296,0.6484426593662572,0.6367748845532822,0.5941526877032675,0.941272876263316,0.7511366865586814,0.27474059949149093,0.281437125748503,0.33098591549295775,0.3042071197411003,0.20622229565181277,0.5556519365908215,0.6167084919291251,0.5699812929170728,0.5486655440947154,0.8997541655285441,0.6935559077682921,0.1611837906546446,0.14057507987220447,0.30985915492957744,0.1934065934065934,0.1176641434186435,0.7165936587400917,0.7077955084871261,0.712090293693495,0.6634202256190567,0.9579349904397706,0.7886813635435803,0.4242979587647551,0.45588235294117646,0.43661971830985913,0.4460431654676259,0.3424166572195043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,26,0.5521850038259759,0.6517646658581784,0.5637055238328422,0.5542467299504045,0.8697077301283802,0.7034488831254078,0.1779869620894406,0.13024282560706402,0.4154929577464789,0.19831932773109243,0.1296393076910786,0.6581251084732748,0.6203356827523825,0.6362233892448061,0.5960440268533972,0.9521988527724665,0.7593716604829317,0.27588470699497686,0.34579439252336447,0.2605633802816901,0.2971887550200803,0.21077939353458638,0.546370126074977,0.6244791854279985,0.5564710565449446,0.5506922294004104,0.875717017208413,0.6863225388134433,0.15194887985117542,0.12106537530266344,0.352112676056338,0.18018018018018017,0.12469046329620168,0.7203467730168766,0.6813315242406414,0.6986851115383602,0.6452427584489417,0.9590275880906856,0.8119544204699638,0.3997790200230965,0.46551724137931033,0.38028169014084506,0.4186046511627907,0.3040404805207867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,26,0.5508189889864508,0.6034764998058828,0.5633499059721951,0.5453437358297022,0.9003004643540017,0.6968929233256889,0.1450320116938551,0.132013201320132,0.28169014084507044,0.1797752808988764,0.11041678917524118,0.6593189403420943,0.6528473197811477,0.6560039872701497,0.6022616425086492,0.9497405080579077,0.7846029001516917,0.31209917027548595,0.34558823529411764,0.33098591549295775,0.3381294964028777,0.2180205878685899,0.551799937761946,0.593938738998355,0.563645192767816,0.5421433221429104,0.907948647910407,0.6925783173036514,0.13951373887256385,0.1348314606741573,0.2535211267605634,0.17603911980440098,0.1051610613888752,0.6763356404074967,0.6905851134084988,0.6831363814711381,0.6428993318120229,0.9508331057088227,0.8386495443247722,0.3666439582211768,0.37662337662337664,0.4084507042253521,0.3918918918918919,0.29659434914777394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,26,0.5457139801028168,0.5975286054015966,0.5566791766853816,0.5304998373364488,0.8953551912568306,0.6247727982448414,0.13354281301191853,0.12225705329153605,0.2746478873239437,0.16919739696312364,0.0882201506485202,0.6292001649144506,0.6204429533425682,0.6246356062662255,0.5919553179447427,0.9459016393442623,0.7400441592133815,0.24948947420396952,0.2878787878787879,0.2676056338028169,0.2773722627737226,0.201161135709577,0.5413252341722252,0.5941175764078502,0.550639145091592,0.5318255484903555,0.8887978142076502,0.6277154112852212,0.12473060385930489,0.11370262390670553,0.2746478873239437,0.16082474226804125,0.09052160488192387,0.74482149005674,0.6693764062487488,0.699390023038847,0.6538993280962724,0.9620218579234973,0.8020622312613601,0.40726887510967225,0.5154639175257731,0.352112676056338,0.41841004184100417,0.3226854876610204,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,26,0.5454465834916963,0.6376322174090592,0.5530920502709181,0.5413474481357811,0.8620218579234973,0.6626604424729159,0.15817602927913071,0.11789473684210526,0.39436619718309857,0.18152350081037277,0.10650099339555315,0.6199748477867866,0.6191638174699132,0.6195676462273365,0.5925837814833239,0.9434426229508197,0.7622388681148861,0.23913728996244205,0.2695035460992908,0.2676056338028169,0.26855123674911663,0.1998899748661824,0.5388678499006756,0.6054376286142094,0.5455938292476754,0.5371742709901645,0.8715846994535519,0.6544711703993146,0.12803333820314575,0.1076555023923445,0.31690140845070425,0.16071428571428573,0.09930623018662416,0.6893982808022923,0.7249397464948875,0.7053916403231472,0.6565432799849334,0.9519125683060109,0.8057625171151983,0.4128108587245986,0.4,0.4788732394366197,0.4358974358974359,0.3259145835126973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,26,0.5367822253696372,0.5744441063664534,0.5446791427964646,0.537249857453897,0.896448087431694,0.6575198776513543,0.10465600599702114,0.10631229235880399,0.22535211267605634,0.14446952595936793,0.1001065779352458,0.627355451763569,0.6013059596922067,0.6125395873775048,0.5827474347378805,0.9480874316939891,0.7413503190833459,0.2271727647667554,0.2857142857142857,0.22535211267605634,0.25196850393700787,0.18236023579974356,0.5352989352989352,0.5776489522696154,0.5425362347536828,0.5326783381393647,0.8896174863387978,0.6485459087669851,0.10470769488810783,0.10303030303030303,0.23943661971830985,0.1440677966101695,0.09252605940355484,0.6960034013605442,0.6827182538093827,0.6890921183215201,0.6434847508708671,0.9551912568306011,0.8011474189079903,0.37848856911298245,0.4166666666666667,0.3873239436619718,0.40145985401459855,0.3006346398036763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
