master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
39,12.366,0.034,170.266,60.326,45.552,45.006,0.043,14.646,0.654,1.921,0.036,14.636,0.648,1.916,45.049,0.310,0.156,413.632
36,11.620,0.033,169.130,62.039,46.274,44.880,0.044,14.686,0.579,1.981,0.040,14.688,0.579,1.981,44.876,0.201,0.151,413.801
