metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6135,0.0162,0.1455,2
LogisticRegression/Macro-Recall,0.6271,0.0127,0.1145,2
LogisticRegression/Macro-F1,0.6186,0.0039,0.0355,2
LogisticRegression/Macro-PR-AUC,0.5843,0.0118,0.1064,2
LogisticRegression/Accuracy,0.9269,0.0102,0.0917,2
LogisticRegression/ROC-AUC,0.7908,0.0315,0.2831,2
LogisticRegression/MCC,0.2393,0.0051,0.0459,2
LogisticRegression/Minority-Precision,0.2618,0.0338,0.3034,2
LogisticRegression/Minority-Recall,0.2962,0.0381,0.3421,2
LogisticRegression/Minority-F1,0.2756,0.0022,0.0201,2
LogisticRegression/Minority-PR-AUC,0.1849,0.0199,0.1787,2
GradientBoosting/Macro-Precision,0.6831,0.0341,0.3062,2
GradientBoosting/Macro-Recall,0.6560,0.0214,0.1920,2
GradientBoosting/Macro-F1,0.6657,0.0013,0.0120,2
GradientBoosting/Macro-PR-AUC,0.6500,0.0240,0.2159,2
GradientBoosting/Accuracy,0.9438,0.0086,0.0768,2
GradientBoosting/ROC-AUC,0.8156,0.0026,0.0233,2
GradientBoosting/MCC,0.3358,0.0084,0.0752,2
GradientBoosting/Minority-Precision,0.3985,0.0704,0.6323,2
GradientBoosting/Minority-Recall,0.3385,0.0544,0.4887,2
GradientBoosting/Minority-F1,0.3609,0.0020,0.0181,2
GradientBoosting/Minority-PR-AUC,0.3146,0.0484,0.4352,2
LinearSVM/Macro-Precision,0.6205,0.0155,0.1389,2
LinearSVM/Macro-Recall,0.6195,0.0078,0.0703,2
LinearSVM/Macro-F1,0.6193,0.0037,0.0337,2
LinearSVM/Macro-PR-AUC,0.5879,0.0125,0.1123,2
LinearSVM/Accuracy,0.9317,0.0073,0.0654,2
LinearSVM/ROC-AUC,0.7958,0.0300,0.2699,2
LinearSVM/MCC,0.2394,0.0076,0.0680,2
LinearSVM/Minority-Precision,0.2766,0.0318,0.2854,2
LinearSVM/Minority-Recall,0.2750,0.0245,0.2199,2
LinearSVM/Minority-F1,0.2744,0.0035,0.0314,2
LinearSVM/Minority-PR-AUC,0.1922,0.0221,0.1983,2
RandomForest/Macro-Precision,0.7097,0.0038,0.0341,2
RandomForest/Macro-Recall,0.6879,0.0174,0.1566,2
RandomForest/Macro-F1,0.6977,0.0082,0.0739,2
RandomForest/Macro-PR-AUC,0.6661,0.0089,0.0800,2
RandomForest/Accuracy,0.9487,0.0013,0.0115,2
RandomForest/ROC-AUC,0.8280,0.0082,0.0732,2
RandomForest/MCC,0.3967,0.0148,0.1333,2
RandomForest/Minority-Precision,0.4488,0.0093,0.0837,2
RandomForest/Minority-Recall,0.4000,0.0381,0.3421,2
RandomForest/Minority-F1,0.4223,0.0172,0.1543,2
RandomForest/Minority-PR-AUC,0.3464,0.0166,0.1495,2
SRC_pure/Macro-Precision,0.5514,0.0115,0.1031,2
SRC_pure/Macro-Recall,0.6444,0.0283,0.2542,2
SRC_pure/Macro-F1,0.5591,0.0172,0.1542,2
SRC_pure/Macro-PR-AUC,0.5586,0.0141,0.1265,2
SRC_pure/Accuracy,0.8449,0.0096,0.0860,2
SRC_pure/ROC-AUC,0.6767,0.0203,0.1826,2
SRC_pure/MCC,0.1723,0.0361,0.3244,2
SRC_pure/Minority-Precision,0.1346,0.0201,0.1802,2
SRC_pure/Minority-Recall,0.4231,0.0490,0.4398,2
SRC_pure/Minority-F1,0.2042,0.0288,0.2587,2
SRC_pure/Minority-PR-AUC,0.1462,0.0263,0.2366,2
SRC_fddl/Macro-Precision,0.5612,0.0081,0.0725,2
SRC_fddl/Macro-Recall,0.6413,0.0148,0.1328,2
SRC_fddl/Macro-F1,0.5758,0.0112,0.1006,2
SRC_fddl/Macro-PR-AUC,0.5595,0.0144,0.1289,2
SRC_fddl/Accuracy,0.8721,0.0060,0.0539,2
SRC_fddl/ROC-AUC,0.6807,0.0204,0.1834,2
SRC_fddl/MCC,0.1859,0.0220,0.1975,2
SRC_fddl/Minority-Precision,0.1550,0.0147,0.1320,2
SRC_fddl/Minority-Recall,0.3865,0.0245,0.2199,2
SRC_fddl/Minority-F1,0.2212,0.0190,0.1705,2
SRC_fddl/Minority-PR-AUC,0.1476,0.0265,0.2382,2
