master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
49,11.640,0.035,164.253,61.008,45.449,45.604,0.035,7.396,0.280,1.420,0.032,7.390,0.276,1.421,45.486,0.294,0.138,392.175
88,11.577,0.035,162.263,60.712,45.934,46.039,0.036,7.547,0.277,1.496,0.032,7.543,0.274,1.494,46.049,0.236,0.183,391.746
