metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.5859,0.0070,0.0632,2
LogisticRegression/Macro-Recall,0.7007,0.0072,0.0646,2
LogisticRegression/Macro-F1,0.6094,0.0093,0.0838,2
LogisticRegression/Macro-PR-AUC,0.6002,0.0046,0.0412,2
LogisticRegression/Accuracy,0.8808,0.0134,0.1204,2
LogisticRegression/ROC-AUC,0.7985,0.0063,0.0567,2
LogisticRegression/MCC,0.2624,0.0060,0.0543,2
LogisticRegression/Minority-Precision,0.1983,0.0152,0.1362,2
LogisticRegression/Minority-Recall,0.5019,0.0299,0.2688,2
LogisticRegression/Minority-F1,0.2838,0.0108,0.0968,2
LogisticRegression/Minority-PR-AUC,0.2158,0.0085,0.0765,2
GradientBoosting/Macro-Precision,0.6926,0.0097,0.0871,2
GradientBoosting/Macro-Recall,0.6586,0.0526,0.4726,2
GradientBoosting/Macro-F1,0.6716,0.0368,0.3304,2
GradientBoosting/Macro-PR-AUC,0.6619,0.0080,0.0721,2
GradientBoosting/Accuracy,0.9469,0.0008,0.0069,2
GradientBoosting/ROC-AUC,0.8259,0.0036,0.0321,2
GradientBoosting/MCC,0.3478,0.0671,0.6029,2
GradientBoosting/Minority-Precision,0.4173,0.0143,0.1287,2
GradientBoosting/Minority-Recall,0.3404,0.1115,1.0018,2
GradientBoosting/Minority-F1,0.3709,0.0741,0.6658,2
GradientBoosting/Minority-PR-AUC,0.3369,0.0157,0.1414,2
LinearSVM/Macro-Precision,0.6015,0.0049,0.0444,2
LinearSVM/Macro-Recall,0.6762,0.0171,0.1536,2
LinearSVM/Macro-F1,0.6246,0.0017,0.0153,2
LinearSVM/Macro-PR-AUC,0.6022,0.0009,0.0078,2
LinearSVM/Accuracy,0.9073,0.0093,0.0837,2
LinearSVM/ROC-AUC,0.7995,0.0098,0.0877,2
LinearSVM/MCC,0.2671,0.0065,0.0581,2
LinearSVM/Minority-Precision,0.2327,0.0118,0.1062,2
LinearSVM/Minority-Recall,0.4212,0.0462,0.4154,2
LinearSVM/Minority-F1,0.2989,0.0020,0.0175,2
LinearSVM/Minority-PR-AUC,0.2199,0.0002,0.0017,2
RandomForest/Macro-Precision,0.7189,0.0227,0.2037,2
RandomForest/Macro-Recall,0.7049,0.0003,0.0028,2
RandomForest/Macro-F1,0.7113,0.0103,0.0928,2
RandomForest/Macro-PR-AUC,0.6785,0.0057,0.0515,2
RandomForest/Accuracy,0.9498,0.0043,0.0390,2
RandomForest/ROC-AUC,0.8281,0.0182,0.1633,2
RandomForest/MCC,0.4233,0.0216,0.1944,2
RandomForest/Minority-Precision,0.4656,0.0455,0.4086,2
RandomForest/Minority-Recall,0.4346,0.0054,0.0489,2
RandomForest/Minority-F1,0.4489,0.0183,0.1646,2
RandomForest/Minority-PR-AUC,0.3717,0.0137,0.1228,2
SRC_pure/Macro-Precision,0.5438,0.0048,0.0428,2
SRC_pure/Macro-Recall,0.5940,0.0118,0.1057,2
SRC_pure/Macro-F1,0.5526,0.0063,0.0568,2
SRC_pure/Macro-PR-AUC,0.5394,0.0046,0.0415,2
SRC_pure/Accuracy,0.8726,0.0003,0.0023,2
SRC_pure/ROC-AUC,0.6104,0.0024,0.0213,2
SRC_pure/MCC,0.1283,0.0150,0.1348,2
SRC_pure/Minority-Precision,0.1251,0.0083,0.0747,2
SRC_pure/Minority-Recall,0.2865,0.0245,0.2199,2
SRC_pure/Minority-F1,0.1742,0.0126,0.1130,2
SRC_pure/Minority-PR-AUC,0.1150,0.0109,0.0983,2
SRC_fddl/Macro-Precision,0.5733,0.0056,0.0504,2
SRC_fddl/Macro-Recall,0.5956,0.0155,0.1396,2
SRC_fddl/Macro-F1,0.5822,0.0090,0.0807,2
SRC_fddl/Macro-PR-AUC,0.5420,0.0054,0.0484,2
SRC_fddl/Accuracy,0.9140,0.0024,0.0218,2
SRC_fddl/ROC-AUC,0.6219,0.0026,0.0230,2
SRC_fddl/MCC,0.1674,0.0200,0.1798,2
SRC_fddl/Minority-Precision,0.1844,0.0097,0.0870,2
SRC_fddl/Minority-Recall,0.2442,0.0354,0.3177,2
SRC_fddl/Minority-F1,0.2099,0.0194,0.1743,2
SRC_fddl/Minority-PR-AUC,0.1191,0.0118,0.1059,2
