master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
40,16.141,0.070,92.706,7.404,5.749,5.342,0.101,2.891,0.197,1.170,0.089,2.968,0.191,1.181,136.203
91,15.569,0.073,91.304,7.423,5.723,5.268,0.110,2.862,0.193,1.174,0.102,2.870,0.191,1.178,134.046
46,15.934,0.066,92.202,7.514,5.683,5.308,0.111,2.911,0.197,1.142,0.102,2.901,0.191,1.126,135.394
93,16.428,0.071,95.314,7.684,5.891,5.435,0.096,2.940,0.188,1.173,0.090,2.905,0.187,1.186,139.594
96,16.575,0.068,93.444,7.389,5.710,5.258,0.080,2.889,0.192,1.208,0.076,2.925,0.189,1.211,137.218
