master_seed,total_atoms,GCN_train/Macro-Precision,GCN_train/Macro-Recall,GCN_train/Macro-F1,GCN_train/Macro-PR-AUC,GCN_train/Accuracy,GCN_train/ROC-AUC,GCN_train/MCC,GCN_train/Minority-Precision,GCN_train/Minority-Recall,GCN_train/Minority-F1,GCN_train/Minority-PR-AUC,GCN/Macro-Precision,GCN/Macro-Recall,GCN/Macro-F1,GCN/Macro-PR-AUC,GCN/Accuracy,GCN/ROC-AUC,GCN/MCC,GCN/Minority-Precision,GCN/Minority-Recall,GCN/Minority-F1,GCN/Minority-PR-AUC
90,64,0.47656435073944975,0.5,0.4880009703186457,0.5,0.9531287014788995,0.5,0.0,0.0,0.0,0.0,0.04687129852110054,0.47638061721710884,0.5,0.4879046232758023,0.5,0.9527612344342177,0.5,0.0,0.0,0.0,0.0,0.04723876556578235
38,64,0.4764797455074622,0.5,0.4879566091356484,0.5,0.9529594910149244,0.5,0.0,0.0,0.0,0.0,0.047040508985075634,0.4767190037899296,0.5,0.4880820399113082,0.5,0.9534380075798592,0.5,0.0,0.0,0.0,0.0,0.046561992420140766
