metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Accuracy,0.9390,0.0079,0.0098,5
LogisticRegression/Precision,0.3814,0.0446,0.0554,5
LogisticRegression/Recall,0.4454,0.0526,0.0653,5
LogisticRegression/F1-Score,0.4069,0.0189,0.0235,5
LogisticRegression/ROC-AUC,0.8496,0.0162,0.0201,5
LogisticRegression/PR-AUC,0.3336,0.0294,0.0365,5
GradientBoosting/Accuracy,0.9394,0.0101,0.0126,5
GradientBoosting/Precision,0.3931,0.0572,0.0710,5
GradientBoosting/Recall,0.4754,0.0466,0.0579,5
GradientBoosting/F1-Score,0.4257,0.0230,0.0286,5
GradientBoosting/ROC-AUC,0.8365,0.0167,0.0207,5
GradientBoosting/PR-AUC,0.3151,0.0193,0.0240,5
LinearSVM/Accuracy,0.9373,0.0072,0.0090,5
LinearSVM/Precision,0.3715,0.0402,0.0499,5
LinearSVM/Recall,0.4638,0.0306,0.0380,5
LinearSVM/F1-Score,0.4106,0.0218,0.0271,5
LinearSVM/ROC-AUC,0.8427,0.0133,0.0165,5
LinearSVM/PR-AUC,0.3334,0.0350,0.0435,5
RandomForest/Accuracy,0.9535,0.0041,0.0051,5
RandomForest/Precision,0.5111,0.0491,0.0609,5
RandomForest/Recall,0.4592,0.0425,0.0528,5
RandomForest/F1-Score,0.4813,0.0206,0.0256,5
RandomForest/ROC-AUC,0.8661,0.0169,0.0210,5
RandomForest/PR-AUC,0.4399,0.0199,0.0247,5
SRC_pure/balanced_acc,0.6833,0.0110,0.0136,5
SRC_pure/precision,0.2048,0.0163,0.0202,5
SRC_pure/recall,0.4538,0.0226,0.0280,5
SRC_pure/f1_score,0.2819,0.0170,0.0211,5
SRC_pure/roc_auc,0.7241,0.0160,0.0199,5
SRC_pure/pr_auc,0.1920,0.0172,0.0214,5
SRC_fddl/balanced_acc,0.6817,0.0116,0.0145,5
SRC_fddl/precision,0.2094,0.0172,0.0214,5
SRC_fddl/recall,0.4469,0.0236,0.0293,5
SRC_fddl/f1_score,0.2848,0.0180,0.0223,5
SRC_fddl/roc_auc,0.7246,0.0159,0.0198,5
SRC_fddl/pr_auc,0.1925,0.0179,0.0223,5
