master_seed,total_atoms,GCN_train/Macro-Precision,GCN_train/Macro-Recall,GCN_train/Macro-F1,GCN_train/Macro-PR-AUC,GCN_train/Accuracy,GCN_train/ROC-AUC,GCN_train/MCC,GCN_train/Minority-Precision,GCN_train/Minority-Recall,GCN_train/Minority-F1,GCN_train/Minority-PR-AUC,GCN/Macro-Precision,GCN/Macro-Recall,GCN/Macro-F1,GCN/Macro-PR-AUC,GCN/Accuracy,GCN/ROC-AUC,GCN/MCC,GCN/Minority-Precision,GCN/Minority-Recall,GCN/Minority-F1,GCN/Minority-PR-AUC
93,32,0.47637821922907714,0.5,0.4879033655679179,0.5,0.9527564384581543,0.5,0.0,0.0,0.0,0.0,0.047243561541845745,0.47712506767731455,0.5,0.4882947776700374,0.5,0.9542501353546291,0.5,0.0,0.0,0.0,0.0,0.04574986464537087
39,32,0.47592135097634436,0.5,0.48766363242306027,0.5,0.9518427019526887,0.5,0.0,0.0,0.0,0.0,0.048157298047311246,0.47895235517054685,0.5,0.48924991358451436,0.5,0.9579047103410937,0.5,0.0,0.0,0.0,0.0,0.04209528965890633
