metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6010,0.0069,0.0086,5
LogisticRegression/Macro-Recall,0.6362,0.0242,0.0301,5
LogisticRegression/Macro-F1,0.6147,0.0127,0.0158,5
LogisticRegression/Macro-PR-AUC,0.5805,0.0105,0.0131,5
LogisticRegression/Accuracy,0.9193,0.0029,0.0036,5
LogisticRegression/ROC-AUC,0.7487,0.0277,0.0343,5
LogisticRegression/MCC,0.2343,0.0289,0.0359,5
LogisticRegression/Minority-Precision,0.2359,0.0115,0.0143,5
LogisticRegression/Minority-Recall,0.3238,0.0539,0.0670,5
LogisticRegression/Minority-F1,0.2721,0.0271,0.0336,5
LogisticRegression/Minority-PR-AUC,0.1824,0.0179,0.0222,5
GradientBoosting/Macro-Precision,0.6034,0.0115,0.0142,5
GradientBoosting/Macro-Recall,0.6118,0.0154,0.0191,5
GradientBoosting/Macro-F1,0.6067,0.0107,0.0133,5
GradientBoosting/Macro-PR-AUC,0.5702,0.0019,0.0023,5
GradientBoosting/Accuracy,0.9265,0.0060,0.0074,5
GradientBoosting/ROC-AUC,0.7051,0.0170,0.0211,5
GradientBoosting/MCC,0.2145,0.0212,0.0264,5
GradientBoosting/Minority-Precision,0.2432,0.0227,0.0282,5
GradientBoosting/Minority-Recall,0.2646,0.0356,0.0442,5
GradientBoosting/Minority-F1,0.2520,0.0213,0.0264,5
GradientBoosting/Minority-PR-AUC,0.1656,0.0041,0.0051,5
LinearSVM/Macro-Precision,0.5825,0.0065,0.0081,5
LinearSVM/Macro-Recall,0.6304,0.0243,0.0302,5
LinearSVM/Macro-F1,0.5973,0.0064,0.0080,5
LinearSVM/Macro-PR-AUC,0.5679,0.0106,0.0131,5
LinearSVM/Accuracy,0.9062,0.0120,0.0150,5
LinearSVM/ROC-AUC,0.7366,0.0261,0.0325,5
LinearSVM/MCC,0.2064,0.0191,0.0237,5
LinearSVM/Minority-Precision,0.1992,0.0140,0.0173,5
LinearSVM/Minority-Recall,0.3262,0.0633,0.0786,5
LinearSVM/Minority-F1,0.2446,0.0160,0.0199,5
LinearSVM/Minority-PR-AUC,0.1584,0.0181,0.0225,5
RandomForest/Macro-Precision,0.6196,0.0186,0.0230,5
RandomForest/Macro-Recall,0.6391,0.0217,0.0269,5
RandomForest/Macro-F1,0.6263,0.0099,0.0123,5
RandomForest/Macro-PR-AUC,0.6028,0.0088,0.0109,5
RandomForest/Accuracy,0.9268,0.0090,0.0111,5
RandomForest/ROC-AUC,0.7489,0.0106,0.0131,5
RandomForest/MCC,0.2564,0.0220,0.0273,5
RandomForest/Minority-Precision,0.2729,0.0380,0.0472,5
RandomForest/Minority-Recall,0.3215,0.0533,0.0662,5
RandomForest/Minority-F1,0.2913,0.0196,0.0243,5
RandomForest/Minority-PR-AUC,0.2269,0.0171,0.0212,5
SRC_pure/Macro-Precision,nan,nan,nan,5
SRC_pure/Macro-Recall,nan,nan,nan,5
SRC_pure/Macro-F1,nan,nan,nan,5
SRC_pure/Macro-PR-AUC,nan,nan,nan,5
SRC_pure/Accuracy,nan,nan,nan,5
SRC_pure/ROC-AUC,nan,nan,nan,5
SRC_pure/MCC,nan,nan,nan,5
SRC_pure/Minority-Precision,nan,nan,nan,5
SRC_pure/Minority-Recall,nan,nan,nan,5
SRC_pure/Minority-F1,nan,nan,nan,5
SRC_pure/Minority-PR-AUC,nan,nan,nan,5
SRC_fddl/Macro-Precision,nan,nan,nan,5
SRC_fddl/Macro-Recall,nan,nan,nan,5
SRC_fddl/Macro-F1,nan,nan,nan,5
SRC_fddl/Macro-PR-AUC,nan,nan,nan,5
SRC_fddl/Accuracy,nan,nan,nan,5
SRC_fddl/ROC-AUC,nan,nan,nan,5
SRC_fddl/MCC,nan,nan,nan,5
SRC_fddl/Minority-Precision,nan,nan,nan,5
SRC_fddl/Minority-Recall,nan,nan,nan,5
SRC_fddl/Minority-F1,nan,nan,nan,5
SRC_fddl/Minority-PR-AUC,nan,nan,nan,5
