master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
55,11.794,0.031,425.556,72.227,54.017,54.093,0.105,4.135,0.224,1.901,0.102,4.134,0.220,1.886,631.603
8,11.785,0.031,431.778,70.292,54.346,53.952,0.112,4.187,0.222,1.906,0.105,4.198,0.222,1.906,636.159
72,11.766,0.031,426.146,72.257,54.586,54.102,0.109,4.122,0.224,1.867,0.104,4.131,0.226,1.869,632.631
48,11.764,0.031,422.851,69.774,52.648,52.362,0.126,4.086,0.220,1.892,0.123,4.125,0.220,1.874,623.203
45,11.746,0.031,432.411,71.329,54.000,51.672,0.129,4.155,0.218,1.904,0.113,4.173,0.220,1.906,635.114
