master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
81,11.625,0.035,102.252,102.256,86.149,85.974,0.229,177.628,34.956,7.481,0.203,175.808,34.960,7.766,827.340
87,11.515,0.049,98.331,99.676,84.586,84.468,0.265,175.966,35.391,7.712,0.256,175.085,34.358,7.716,815.396
36,11.709,0.035,103.417,102.963,86.520,87.360,0.214,177.117,37.536,7.648,0.193,176.887,37.038,7.553,836.208
96,11.625,0.038,102.711,101.994,86.720,87.153,0.271,176.601,30.230,7.868,0.242,175.657,30.354,7.768,819.253
75,11.514,0.035,103.080,102.772,86.391,86.305,0.208,175.418,32.004,7.412,0.184,175.166,31.017,7.422,818.949
