metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.5422,0.0069,0.0086,5
LogisticRegression/Macro-Recall,0.6000,0.0215,0.0267,5
LogisticRegression/Macro-F1,0.5446,0.0193,0.0240,5
LogisticRegression/Macro-PR-AUC,0.5403,0.0044,0.0055,5
LogisticRegression/Accuracy,0.8524,0.0525,0.0652,5
LogisticRegression/ROC-AUC,0.6817,0.0079,0.0098,5
LogisticRegression/MCC,0.1285,0.0104,0.0129,5
LogisticRegression/Minority-Precision,0.1209,0.0162,0.0201,5
LogisticRegression/Minority-Recall,0.3215,0.1010,0.1254,5
LogisticRegression/Minority-F1,0.1711,0.0097,0.0120,5
LogisticRegression/Minority-PR-AUC,0.1067,0.0081,0.0101,5
GradientBoosting/Macro-Precision,0.5334,0.0076,0.0094,5
GradientBoosting/Macro-Recall,0.5490,0.0055,0.0069,5
GradientBoosting/Macro-F1,0.5370,0.0080,0.0100,5
GradientBoosting/Macro-PR-AUC,0.5267,0.0058,0.0072,5
GradientBoosting/Accuracy,0.8945,0.0187,0.0232,5
GradientBoosting/ROC-AUC,0.6176,0.0228,0.0283,5
GradientBoosting/MCC,0.0804,0.0107,0.0133,5
GradientBoosting/Minority-Precision,0.1090,0.0152,0.0189,5
GradientBoosting/Minority-Recall,0.1677,0.0263,0.0327,5
GradientBoosting/Minority-F1,0.1303,0.0084,0.0105,5
GradientBoosting/Minority-PR-AUC,0.0858,0.0090,0.0112,5
LinearSVM/Macro-Precision,0.5390,0.0063,0.0079,5
LinearSVM/Macro-Recall,0.5924,0.0182,0.0226,5
LinearSVM/Macro-F1,0.5423,0.0149,0.0185,5
LinearSVM/Macro-PR-AUC,0.5357,0.0030,0.0037,5
LinearSVM/Accuracy,0.8552,0.0393,0.0488,5
LinearSVM/ROC-AUC,0.6703,0.0070,0.0087,5
LinearSVM/MCC,0.1192,0.0146,0.0182,5
LinearSVM/Minority-Precision,0.1154,0.0135,0.0167,5
LinearSVM/Minority-Recall,0.3023,0.0769,0.0955,5
LinearSVM/Minority-F1,0.1643,0.0128,0.0159,5
LinearSVM/Minority-PR-AUC,0.0986,0.0056,0.0069,5
RandomForest/Macro-Precision,0.5293,0.0099,0.0123,5
RandomForest/Macro-Recall,0.5742,0.0191,0.0237,5
RandomForest/Macro-F1,0.5235,0.0254,0.0315,5
RandomForest/Macro-PR-AUC,0.5248,0.0045,0.0056,5
RandomForest/Accuracy,0.8325,0.0656,0.0815,5
RandomForest/ROC-AUC,0.6257,0.0122,0.0151,5
RandomForest/MCC,0.0919,0.0207,0.0257,5
RandomForest/Minority-Precision,0.0976,0.0201,0.0250,5
RandomForest/Minority-Recall,0.2892,0.1011,0.1255,5
RandomForest/Minority-F1,0.1411,0.0181,0.0224,5
RandomForest/Minority-PR-AUC,0.0826,0.0090,0.0112,5
SRC_pure/Macro-Precision,nan,nan,nan,5
SRC_pure/Macro-Recall,nan,nan,nan,5
SRC_pure/Macro-F1,nan,nan,nan,5
SRC_pure/Macro-PR-AUC,nan,nan,nan,5
SRC_pure/Accuracy,nan,nan,nan,5
SRC_pure/ROC-AUC,nan,nan,nan,5
SRC_pure/MCC,nan,nan,nan,5
SRC_pure/Minority-Precision,nan,nan,nan,5
SRC_pure/Minority-Recall,nan,nan,nan,5
SRC_pure/Minority-F1,nan,nan,nan,5
SRC_pure/Minority-PR-AUC,nan,nan,nan,5
SRC_fddl/Macro-Precision,nan,nan,nan,5
SRC_fddl/Macro-Recall,nan,nan,nan,5
SRC_fddl/Macro-F1,nan,nan,nan,5
SRC_fddl/Macro-PR-AUC,nan,nan,nan,5
SRC_fddl/Accuracy,nan,nan,nan,5
SRC_fddl/ROC-AUC,nan,nan,nan,5
SRC_fddl/MCC,nan,nan,nan,5
SRC_fddl/Minority-Precision,nan,nan,nan,5
SRC_fddl/Minority-Recall,nan,nan,nan,5
SRC_fddl/Minority-F1,nan,nan,nan,5
SRC_fddl/Minority-PR-AUC,nan,nan,nan,5
