master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
19,11.509,0.034,192.581,198.174,169.266,169.044,0.407,296.357,100.908,10.207,0.381,295.429,100.891,10.214,1555.422
37,11.453,0.036,191.125,198.130,167.912,167.886,0.326,295.012,106.995,9.709,0.318,295.072,105.191,9.701,1558.885
69,11.453,0.033,186.433,194.400,165.914,165.370,0.364,295.013,95.890,10.284,0.357,295.088,93.827,10.278,1524.723
83,11.482,0.037,194.311,199.978,168.578,168.809,0.416,296.721,98.145,10.123,0.375,297.263,118.056,10.530,1574.843
76,11.567,0.033,195.933,202.048,169.998,169.758,0.345,297.039,96.732,9.837,0.321,297.608,108.239,9.683,1569.188
