master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
30,11.597,0.034,12.470,5.168,4.552,4.088,0.036,3.896,0.103,1.029,0.028,3.900,0.101,1.024,48.047
83,11.389,0.037,12.037,5.079,4.473,4.052,0.029,3.805,0.107,1.047,0.026,3.796,0.105,1.056,47.077
21,11.487,0.033,11.635,4.920,4.337,4.273,0.031,3.761,0.111,1.022,0.028,3.776,0.109,1.019,46.561
44,11.400,0.037,12.083,5.142,4.551,4.138,0.029,3.819,0.094,1.050,0.028,3.810,0.090,1.046,47.334
76,11.444,0.035,12.142,5.644,4.091,4.104,0.030,3.804,0.102,1.048,0.027,3.826,0.100,1.047,47.463
