metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6213,0.0134,0.0166,5
LogisticRegression/Macro-Recall,0.6945,0.0233,0.0290,5
LogisticRegression/Macro-F1,0.6446,0.0102,0.0126,5
LogisticRegression/Macro-PR-AUC,0.6117,0.0055,0.0068,5
LogisticRegression/Accuracy,0.9154,0.0154,0.0191,5
LogisticRegression/ROC-AUC,0.8157,0.0094,0.0117,5
LogisticRegression/MCC,0.3057,0.0118,0.0147,5
LogisticRegression/Minority-Precision,0.2705,0.0290,0.0360,5
LogisticRegression/Minority-Recall,0.4508,0.0647,0.0804,5
LogisticRegression/Minority-F1,0.3344,0.0136,0.0169,5
LogisticRegression/Minority-PR-AUC,0.2375,0.0107,0.0133,5
GradientBoosting/Macro-Precision,0.6717,0.0196,0.0243,5
GradientBoosting/Macro-Recall,0.7017,0.0143,0.0177,5
GradientBoosting/Macro-F1,0.6842,0.0132,0.0164,5
GradientBoosting/Macro-PR-AUC,0.6752,0.0121,0.0151,5
GradientBoosting/Accuracy,0.9381,0.0067,0.0083,5
GradientBoosting/ROC-AUC,0.8311,0.0038,0.0048,5
GradientBoosting/MCC,0.3714,0.0243,0.0302,5
GradientBoosting/Minority-Precision,0.3712,0.0395,0.0491,5
GradientBoosting/Minority-Recall,0.4408,0.0326,0.0405,5
GradientBoosting/Minority-F1,0.4011,0.0236,0.0293,5
GradientBoosting/Minority-PR-AUC,0.3633,0.0247,0.0307,5
LinearSVM/Macro-Precision,0.6351,0.0131,0.0163,5
LinearSVM/Macro-Recall,0.6986,0.0110,0.0137,5
LinearSVM/Macro-F1,0.6584,0.0100,0.0124,5
LinearSVM/Macro-PR-AUC,0.6245,0.0076,0.0094,5
LinearSVM/Accuracy,0.9238,0.0079,0.0098,5
LinearSVM/ROC-AUC,0.8274,0.0056,0.0069,5
LinearSVM/MCC,0.3271,0.0159,0.0197,5
LinearSVM/Minority-Precision,0.2980,0.0268,0.0333,5
LinearSVM/Minority-Recall,0.4500,0.0292,0.0362,5
LinearSVM/Minority-F1,0.3573,0.0163,0.0203,5
LinearSVM/Minority-PR-AUC,0.2629,0.0151,0.0187,5
RandomForest/Macro-Precision,0.6958,0.0162,0.0201,5
RandomForest/Macro-Recall,0.6991,0.0166,0.0207,5
RandomForest/Macro-F1,0.6967,0.0113,0.0140,5
RandomForest/Macro-PR-AUC,0.6730,0.0204,0.0254,5
RandomForest/Accuracy,0.9451,0.0042,0.0052,5
RandomForest/ROC-AUC,0.8433,0.0111,0.0138,5
RandomForest/MCC,0.3943,0.0224,0.0279,5
RandomForest/Minority-Precision,0.4198,0.0326,0.0405,5
RandomForest/Minority-Recall,0.4277,0.0365,0.0454,5
RandomForest/Minority-F1,0.4223,0.0215,0.0267,5
RandomForest/Minority-PR-AUC,0.3583,0.0405,0.0503,5
SRC_pure/Macro-Precision,0.5415,0.0026,0.0033,5
SRC_pure/Macro-Recall,0.6586,0.0099,0.0123,5
SRC_pure/Macro-F1,0.5294,0.0044,0.0054,5
SRC_pure/Macro-PR-AUC,0.5677,0.0116,0.0144,5
SRC_pure/Accuracy,0.7829,0.0044,0.0054,5
SRC_pure/ROC-AUC,0.6922,0.0142,0.0176,5
SRC_pure/MCC,0.1622,0.0102,0.0126,5
SRC_pure/Minority-Precision,0.1117,0.0042,0.0053,5
SRC_pure/Minority-Recall,0.5215,0.0193,0.0240,5
SRC_pure/Minority-F1,0.1840,0.0068,0.0084,5
SRC_pure/Minority-PR-AUC,0.1632,0.0219,0.0272,5
SRC_fddl/Macro-Precision,0.5421,0.0025,0.0031,5
SRC_fddl/Macro-Recall,0.6594,0.0092,0.0114,5
SRC_fddl/Macro-F1,0.5311,0.0041,0.0050,5
SRC_fddl/Macro-PR-AUC,0.5677,0.0116,0.0144,5
SRC_fddl/Accuracy,0.7857,0.0040,0.0050,5
SRC_fddl/ROC-AUC,0.6923,0.0142,0.0176,5
SRC_fddl/MCC,0.1638,0.0095,0.0118,5
SRC_fddl/Minority-Precision,0.1129,0.0040,0.0049,5
SRC_fddl/Minority-Recall,0.5200,0.0179,0.0222,5
SRC_fddl/Minority-F1,0.1855,0.0064,0.0079,5
SRC_fddl/Minority-PR-AUC,0.1632,0.0219,0.0272,5
