metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6591,0.0130,0.1169,2
LogisticRegression/Macro-Recall,0.7099,0.0142,0.1277,2
LogisticRegression/Macro-F1,0.6803,0.0138,0.1237,2
LogisticRegression/Macro-PR-AUC,0.6480,0.0142,0.1279,2
LogisticRegression/Accuracy,0.9446,0.0028,0.0254,2
LogisticRegression/ROC-AUC,0.8414,0.0057,0.0512,2
LogisticRegression/MCC,0.3655,0.0273,0.2455,2
LogisticRegression/Minority-Precision,0.3405,0.0249,0.2239,2
LogisticRegression/Minority-Recall,0.4554,0.0266,0.2386,2
LogisticRegression/Minority-F1,0.3897,0.0260,0.2339,2
LogisticRegression/Minority-PR-AUC,0.3059,0.0283,0.2541,2
GradientBoosting/Macro-Precision,0.6773,0.0111,0.0998,2
GradientBoosting/Macro-Recall,0.6766,0.0274,0.2463,2
GradientBoosting/Macro-F1,0.6767,0.0193,0.1736,2
GradientBoosting/Macro-PR-AUC,0.6477,0.0126,0.1130,2
GradientBoosting/Accuracy,0.9520,0.0006,0.0058,2
GradientBoosting/ROC-AUC,0.8338,0.0185,0.1663,2
GradientBoosting/MCC,0.3536,0.0386,0.3466,2
GradientBoosting/Minority-Precision,0.3796,0.0200,0.1799,2
GradientBoosting/Minority-Recall,0.3779,0.0564,0.5071,2
GradientBoosting/Minority-F1,0.3783,0.0384,0.3446,2
GradientBoosting/Minority-PR-AUC,0.3070,0.0245,0.2201,2
LinearSVM/Macro-Precision,0.6648,0.0121,0.1086,2
LinearSVM/Macro-Recall,0.7098,0.0461,0.4138,2
LinearSVM/Macro-F1,0.6835,0.0248,0.2231,2
LinearSVM/Macro-PR-AUC,0.6477,0.0173,0.1554,2
LinearSVM/Accuracy,0.9466,0.0003,0.0023,2
LinearSVM/ROC-AUC,0.8455,0.0059,0.0526,2
LinearSVM/MCC,0.3714,0.0545,0.4900,2
LinearSVM/Minority-Precision,0.3519,0.0204,0.1835,2
LinearSVM/Minority-Recall,0.4531,0.0963,0.8650,2
LinearSVM/Minority-F1,0.3949,0.0499,0.4484,2
LinearSVM/Minority-PR-AUC,0.3049,0.0341,0.3068,2
RandomForest/Macro-Precision,0.6736,0.0039,0.0346,2
RandomForest/Macro-Recall,0.7175,0.0205,0.1842,2
RandomForest/Macro-F1,0.6925,0.0102,0.0914,2
RandomForest/Macro-PR-AUC,0.6827,0.0040,0.0357,2
RandomForest/Accuracy,0.9484,0.0004,0.0035,2
RandomForest/ROC-AUC,0.8581,0.0091,0.0820,2
RandomForest/MCC,0.3885,0.0226,0.2035,2
RandomForest/Minority-Precision,0.3690,0.0060,0.0542,2
RandomForest/Minority-Recall,0.4671,0.0432,0.3877,2
RandomForest/Minority-F1,0.4120,0.0206,0.1850,2
RandomForest/Minority-PR-AUC,0.3747,0.0075,0.0678,2
SRC_pure/Macro-Precision,0.5867,0.0093,0.0832,2
SRC_pure/Macro-Recall,0.7464,0.0340,0.3054,2
SRC_pure/Macro-F1,0.6141,0.0132,0.1189,2
SRC_pure/Macro-PR-AUC,0.6320,0.0032,0.0286,2
SRC_pure/Accuracy,0.8871,0.0010,0.0093,2
SRC_pure/ROC-AUC,0.8354,0.0078,0.0701,2
SRC_pure/MCC,0.2924,0.0358,0.3214,2
SRC_pure/Minority-Precision,0.1914,0.0155,0.1395,2
SRC_pure/Minority-Recall,0.5939,0.0697,0.6264,2
SRC_pure/Minority-F1,0.2894,0.0260,0.2340,2
SRC_pure/Minority-PR-AUC,0.2746,0.0062,0.0557,2
SRC_fddl/Macro-Precision,0.5870,0.0091,0.0822,2
SRC_fddl/Macro-Recall,0.7475,0.0326,0.2929,2
SRC_fddl/Macro-F1,0.6144,0.0131,0.1176,2
SRC_fddl/Macro-PR-AUC,0.6324,0.0029,0.0261,2
SRC_fddl/Accuracy,0.8870,0.0014,0.0127,2
SRC_fddl/ROC-AUC,0.8352,0.0080,0.0717,2
SRC_fddl/MCC,0.2934,0.0347,0.3122,2
SRC_fddl/Minority-Precision,0.1917,0.0154,0.1387,2
SRC_fddl/Minority-Recall,0.5962,0.0664,0.5965,2
SRC_fddl/Minority-F1,0.2902,0.0255,0.2295,2
SRC_fddl/Minority-PR-AUC,0.2755,0.0056,0.0507,2
