master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
2,11.494,0.034,55.883,52.264,44.608,44.278,0.123,102.463,2.592,5.817,0.121,101.026,2.580,5.812,429.114
47,11.592,0.033,57.770,53.761,45.044,45.014,0.143,100.425,5.359,5.543,0.119,100.698,5.460,5.555,436.535
72,11.627,0.034,55.371,52.131,44.349,44.022,0.123,101.517,3.145,5.950,0.119,100.712,3.328,5.900,428.349
21,11.468,0.035,54.338,51.219,43.998,43.615,0.112,100.406,4.163,5.907,0.109,99.206,3.825,5.885,424.307
97,11.755,0.034,58.527,53.875,45.623,45.232,0.125,100.836,6.143,5.759,0.121,100.115,5.835,5.697,439.698
