master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
38,11.624,0.038,338.046,59.429,45.590,45.944,0.133,113.033,16.404,5.475,0.126,113.049,16.420,5.475,45.749,0.613,0.451,817.665
15,11.485,0.038,346.610,60.119,46.003,44.769,0.126,112.082,19.887,5.412,0.107,112.257,19.840,5.426,44.155,1.393,1.254,830.982
