master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
95,11.814,0.032,2308.030,72.127,51.831,54.195,0.114,2.691,0.222,1.187,0.110,2.702,0.215,1.170,2507.631
29,11.858,0.031,2259.661,71.559,53.193,51.584,0.097,2.686,0.225,1.177,0.093,2.687,0.220,1.181,2457.390
