metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6222,0.0410,0.3687,2
LogisticRegression/Macro-Recall,0.6902,0.0320,0.2871,2
LogisticRegression/Macro-F1,0.6455,0.0424,0.3806,2
LogisticRegression/Macro-PR-AUC,0.6150,0.0420,0.3772,2
LogisticRegression/Accuracy,0.9165,0.0190,0.1708,2
LogisticRegression/ROC-AUC,0.8090,0.0564,0.5069,2
LogisticRegression/MCC,0.3043,0.0770,0.6914,2
LogisticRegression/Minority-Precision,0.2728,0.0793,0.7122,2
LogisticRegression/Minority-Recall,0.4404,0.0462,0.4154,2
LogisticRegression/Minority-F1,0.3355,0.0742,0.6669,2
LogisticRegression/Minority-PR-AUC,0.2445,0.0790,0.7096,2
GradientBoosting/Macro-Precision,0.6391,0.0086,0.0770,2
GradientBoosting/Macro-Recall,0.6611,0.0639,0.5746,2
GradientBoosting/Macro-F1,0.6464,0.0320,0.2878,2
GradientBoosting/Macro-PR-AUC,0.6285,0.0369,0.3320,2
GradientBoosting/Accuracy,0.9326,0.0063,0.0562,2
GradientBoosting/ROC-AUC,0.7990,0.0514,0.4619,2
GradientBoosting/MCC,0.2973,0.0691,0.6212,2
GradientBoosting/Minority-Precision,0.3098,0.0108,0.0968,2
GradientBoosting/Minority-Recall,0.3615,0.1414,1.2706,2
GradientBoosting/Minority-F1,0.3283,0.0677,0.6084,2
GradientBoosting/Minority-PR-AUC,0.2723,0.0684,0.6142,2
LinearSVM/Macro-Precision,0.6178,0.0353,0.3173,2
LinearSVM/Macro-Recall,0.6756,0.0379,0.3401,2
LinearSVM/Macro-F1,0.6389,0.0383,0.3444,2
LinearSVM/Macro-PR-AUC,0.6109,0.0396,0.3557,2
LinearSVM/Accuracy,0.9184,0.0130,0.1169,2
LinearSVM/ROC-AUC,0.8050,0.0412,0.3704,2
LinearSVM/MCC,0.2875,0.0742,0.6663,2
LinearSVM/Minority-Precision,0.2655,0.0671,0.6029,2
LinearSVM/Minority-Recall,0.4077,0.0653,0.5864,2
LinearSVM/Minority-F1,0.3213,0.0696,0.6253,2
LinearSVM/Minority-PR-AUC,0.2367,0.0759,0.6815,2
RandomForest/Macro-Precision,0.6720,0.0132,0.1182,2
RandomForest/Macro-Recall,0.6988,0.0474,0.4261,2
RandomForest/Macro-F1,0.6814,0.0121,0.1083,2
RandomForest/Macro-PR-AUC,0.6581,0.0325,0.2922,2
RandomForest/Accuracy,0.9383,0.0082,0.0734,2
RandomForest/ROC-AUC,0.8178,0.0316,0.2841,2
RandomForest/MCC,0.3676,0.0302,0.2710,2
RandomForest/Minority-Precision,0.3720,0.0312,0.2800,2
RandomForest/Minority-Recall,0.4346,0.1088,0.9774,2
RandomForest/Minority-F1,0.3953,0.0287,0.2581,2
RandomForest/Minority-PR-AUC,0.3315,0.0616,0.5534,2
SRC_pure/Macro-Precision,0.5166,0.0022,0.0202,2
SRC_pure/Macro-Recall,0.5444,0.0289,0.2600,2
SRC_pure/Macro-F1,0.5082,0.0116,0.1044,2
SRC_pure/Macro-PR-AUC,0.5245,0.0009,0.0077,2
SRC_pure/Accuracy,0.8356,0.0730,0.6558,2
SRC_pure/ROC-AUC,0.6408,0.0109,0.0978,2
SRC_pure/MCC,0.0533,0.0218,0.1954,2
SRC_pure/Minority-Precision,0.0753,0.0010,0.0091,2
SRC_pure/Minority-Recall,0.2231,0.1414,1.2706,2
SRC_pure/Minority-F1,0.1080,0.0213,0.1918,2
SRC_pure/Minority-PR-AUC,0.0772,0.0038,0.0340,2
SRC_fddl/Macro-Precision,0.5176,0.0024,0.0215,2
SRC_fddl/Macro-Recall,0.5445,0.0278,0.2494,2
SRC_fddl/Macro-F1,0.5118,0.0082,0.0737,2
SRC_fddl/Macro-PR-AUC,0.5253,0.0018,0.0162,2
SRC_fddl/Accuracy,0.8445,0.0629,0.5653,2
SRC_fddl/ROC-AUC,0.6427,0.0089,0.0801,2
SRC_fddl/MCC,0.0551,0.0216,0.1942,2
SRC_fddl/Minority-Precision,0.0775,0.0015,0.0137,2
SRC_fddl/Minority-Recall,0.2135,0.1278,1.1484,2
SRC_fddl/Minority-F1,0.1095,0.0216,0.1941,2
SRC_fddl/Minority-PR-AUC,0.0787,0.0055,0.0495,2
