master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
44,8.683,0.039,295.530,3.113,2.077,2.082,1.493,27.748,1.956,2.441,1.711,27.930,1.895,2.435,2.384,0.342,0.358,382.368
20,8.424,0.038,38.623,3.071,1.965,1.925,0.843,3.990,0.185,1.066,0.724,4.027,0.180,1.041,2.326,0.170,0.190,68.886
