family,method,encoder,dict_learner,dict_learner_impl,implementation,dataset,atoms,classifier,source,n_seeds,status,macro_precision,macro_recall,macro_f1,macro_pr_auc,minority_precision,minority_recall,minority_f1,minority_pr_auc,accuracy,roc_auc,mcc,macro_f1_std,minority_f1_std,minority_pr_auc_std,mcc_std,roc_auc_std,threshold,fit_seconds,run_started,run_id
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,128,RandomForest,artifact,1,ok,0.6625,0.6942,0.6766,0.6633,0.3535,0.4269,0.3868,0.3442,0.9365,0.7986,0.3553,,,,,,0.22,,20260807_165358,gspan_cork_bayesian_gpu_nci_full_atoms128_20260807_165358_20260807_181855
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,256,LogisticRegression,artifact,1,ok,0.5613,0.615,0.5753,0.5538,0.1582,0.3115,0.2098,0.13,0.8899,0.7184,0.1679,,,,,,0.7753,,20260807_221758,gspan_cork_bayesian_gpu_nci_full_atoms256_20260807_221758_20260807_234408
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,256,GradientBoosting,artifact,1,ok,0.5614,0.6596,0.575,0.5728,0.1532,0.4385,0.2271,0.1665,0.86,0.7281,0.198,,,,,,0.465,,20260807_221758,gspan_cork_bayesian_gpu_nci_full_atoms256_20260807_221758_20260807_234408
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,256,LinearSVM,artifact,1,ok,0.5579,0.6235,0.5715,0.5521,0.1503,0.3423,0.2089,0.127,0.8784,0.715,0.1691,,,,,,0.0942,,20260807_221758,gspan_cork_bayesian_gpu_nci_full_atoms256_20260807_221758_20260807_234408
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,256,RandomForest,artifact,1,ok,0.6016,0.5862,0.5931,0.5825,0.242,0.2038,0.2213,0.1885,0.9327,0.7214,0.1871,,,,,,0.24,,20260807_221758,gspan_cork_bayesian_gpu_nci_full_atoms256_20260807_221758_20260807_234408
baseline,sf,,,,sf,nci_full,26,LogisticRegression,kfold,10,ok,0.553338,0.590265,0.556726,0.546578,0.144558,0.265212,0.175931,0.119697,0.884803,0.683046,0.135012,0.011645,0.015825,0.017697,0.017139,0.016407,,,20260808_190159,kfold_sf_nci_full_dim26_20260808_190159_20260808_190858
baseline,sf,,,,sf,nci_full,26,GradientBoosting,kfold,10,ok,0.624433,0.626262,0.623494,0.596701,0.28391,0.290021,0.283298,0.213399,0.930937,0.755975,0.249279,0.01679,0.030995,0.031171,0.03211,0.018738,,,20260808_190159,kfold_sf_nci_full_dim26_20260808_190159_20260808_190858
baseline,sf,,,,sf,nci_full,26,LinearSVM,kfold,10,ok,0.551634,0.596036,0.558565,0.544838,0.140617,0.282091,0.181838,0.116652,0.880499,0.679857,0.138767,0.012118,0.015178,0.014775,0.018075,0.018183,,,20260808_190159,kfold_sf_nci_full_dim26_20260808_190159_20260808_190858
baseline,sf,,,,sf,nci_full,26,RandomForest,kfold,10,ok,0.707445,0.707875,0.706326,0.670133,0.442289,0.444044,0.440514,0.355738,0.946936,0.81847,0.414198,0.009102,0.016197,0.029868,0.016997,0.02612,,,20260808_190159,kfold_sf_nci_full_dim26_20260808_190159_20260808_190858
baseline,graph2vec,,,,graph2vec,nci_full,32,LogisticRegression,artifact,1,ok,0.586,0.6111,0.5964,0.5737,0.2084,0.2734,0.2365,0.1661,0.9172,0.7626,0.1956,,,,,,0.7588,,20260808_214358,graph2vec_nci_full_atoms32_20260808_214358_20260808_214528
baseline,graph2vec,,,,graph2vec,nci_full,32,GradientBoosting,artifact,1,ok,0.6335,0.6803,0.6525,0.6361,0.2967,0.4083,0.3437,0.2855,0.9268,0.8234,0.3103,,,,,,0.6442,,20260808_214358,graph2vec_nci_full_atoms32_20260808_214358_20260808_214528
baseline,graph2vec,,,,graph2vec,nci_full,32,LinearSVM,artifact,1,ok,0.5852,0.6127,0.5963,0.5738,0.2065,0.278,0.237,0.1663,0.916,0.7628,0.1959,,,,,,0.1309,,20260808_214358,graph2vec_nci_full_atoms32_20260808_214358_20260808_214528
baseline,graph2vec,,,,graph2vec,nci_full,32,RandomForest,artifact,1,ok,0.7444,0.7304,0.7371,0.7302,0.5141,0.4833,0.4982,0.4699,0.9543,0.8756,0.4746,,,,,,0.28,,20260808_214358,graph2vec_nci_full_atoms32_20260808_214358_20260808_214528
baseline,graph2vec,,,,graph2vec,nci_full,64,LogisticRegression,artifact,1,ok,0.5854,0.6729,0.6078,0.5839,0.2005,0.4302,0.2736,0.1818,0.8927,0.808,0.243,,,,,,0.7258,,20260808_214040,graph2vec_nci_full_atoms64_20260808_214040_20260808_214244
baseline,graph2vec,,,,graph2vec,nci_full,64,GradientBoosting,artifact,1,ok,0.6749,0.6998,0.6863,0.6711,0.3778,0.4348,0.4043,0.3528,0.9398,0.8531,0.3738,,,,,,0.6719,,20260808_214040,graph2vec_nci_full_atoms64_20260808_214040_20260808_214244
baseline,graph2vec,,,,graph2vec,nci_full,64,LinearSVM,artifact,1,ok,0.5874,0.6639,0.6091,0.5838,0.2056,0.4048,0.2727,0.1818,0.8986,0.8079,0.2394,,,,,,0.1137,,20260808_214040,graph2vec_nci_full_atoms64_20260808_214040_20260808_214244
baseline,graph2vec,,,,graph2vec,nci_full,64,RandomForest,artifact,1,ok,0.7622,0.728,0.7437,0.7357,0.5501,0.4752,0.5099,0.48,0.9571,0.8884,0.489,,,,,,0.28,,20260808_214040,graph2vec_nci_full_atoms64_20260808_214040_20260808_214244
baseline,graph2vec,,,,graph2vec,nci_full,128,LogisticRegression,artifact,1,ok,0.6178,0.6675,0.637,0.6074,0.2665,0.3875,0.3158,0.2273,0.9212,0.8224,0.2809,,,,,,0.7928,,20260808_213414,graph2vec_nci_full_atoms128_20260808_213414_20260808_213623
baseline,graph2vec,,,,graph2vec,nci_full,128,GradientBoosting,artifact,1,ok,0.6899,0.6795,0.6845,0.6652,0.41,0.3864,0.3979,0.3405,0.9451,0.855,0.3693,,,,,,0.6921,,20260808_213414,graph2vec_nci_full_atoms128_20260808_213414_20260808_213623
baseline,graph2vec,,,,graph2vec,nci_full,128,LinearSVM,artifact,1,ok,0.6357,0.6484,0.6417,0.6074,0.3043,0.3345,0.3187,0.2271,0.9329,0.8236,0.2838,,,,,,0.1658,,20260808_213414,graph2vec_nci_full_atoms128_20260808_213414_20260808_213623
baseline,graph2vec,,,,graph2vec,nci_full,128,RandomForest,artifact,1,ok,0.7354,0.747,0.741,0.7385,0.4945,0.5202,0.507,0.4853,0.9525,0.8898,0.4823,,,,,,0.26,,20260808_213414,graph2vec_nci_full_atoms128_20260808_213414_20260808_213623
baseline,graph2vec,,,,graph2vec,nci_full,256,LogisticRegression,artifact,1,ok,0.6346,0.6801,0.6531,0.6124,0.2989,0.4072,0.3447,0.2354,0.9273,0.8434,0.3113,,,,,,0.832,,20260808_212600,graph2vec_nci_full_atoms256_20260808_212600_20260808_212906
baseline,graph2vec,,,,graph2vec,nci_full,256,GradientBoosting,artifact,1,ok,0.6661,0.7099,0.6848,0.6701,0.3591,0.4602,0.4034,0.3517,0.9361,0.851,0.3734,,,,,,0.6648,,20260808_212600,graph2vec_nci_full_atoms256_20260808_212600_20260808_212906
baseline,graph2vec,,,,graph2vec,nci_full,256,LinearSVM,artifact,1,ok,0.6338,0.6859,0.6544,0.612,0.2967,0.421,0.3481,0.2347,0.926,0.8434,0.3155,,,,,,0.1464,,20260808_212600,graph2vec_nci_full_atoms256_20260808_212600_20260808_212906
baseline,graph2vec,,,,graph2vec,nci_full,256,RandomForest,artifact,1,ok,0.7528,0.7344,0.7432,0.7336,0.5306,0.4902,0.5096,0.4766,0.9557,0.882,0.4869,,,,,,0.28,,20260808_212600,graph2vec_nci_full_atoms256_20260808_212600_20260808_212906
baseline,graph2vec,,,,graph2vec,nci_full,512,LogisticRegression,artifact,1,ok,0.6254,0.7067,0.6531,0.6225,0.2777,0.474,0.3502,0.2557,0.9174,0.8435,0.322,,,,,,0.8064,,20260808_192925,graph2vec_nci_full_atoms512_20260808_192925_20260808_193607
baseline,graph2vec,,,,graph2vec,nci_full,512,GradientBoosting,artifact,1,ok,0.6699,0.7116,0.6879,0.6743,0.3665,0.4625,0.409,0.3592,0.9372,0.8537,0.3791,,,,,,0.6649,,20260808_192925,graph2vec_nci_full_atoms512_20260808_192925_20260808_193607
baseline,graph2vec,,,,graph2vec,nci_full,512,LinearSVM,artifact,1,ok,0.6353,0.6994,0.6594,0.6235,0.2982,0.451,0.359,0.2589,0.9244,0.84,0.3284,,,,,,0.1269,,20260808_192925,graph2vec_nci_full_atoms512_20260808_192925_20260808_193607
baseline,graph2vec,,,,graph2vec,nci_full,512,RandomForest,artifact,1,ok,0.7546,0.7423,0.7482,0.743,0.5334,0.5063,0.5195,0.495,0.956,0.8858,0.4967,,,,,,0.28,,20260808_192925,graph2vec_nci_full_atoms512_20260808_192925_20260808_193607
baseline,graph2vec,,,,graph2vec,nci_full,1024,LogisticRegression,artifact,1,ok,0.6551,0.6846,0.6683,0.6329,0.3397,0.4083,0.3709,0.2771,0.935,0.8424,0.3385,,,,,,0.8677,,20260808_181041,graph2vec_nci_full_atoms1024_20260808_181041_20260808_183354
baseline,graph2vec,,,,graph2vec,nci_full,1024,GradientBoosting,artifact,1,ok,0.715,0.688,0.7004,0.6841,0.4595,0.3991,0.4272,0.3782,0.9498,0.8598,0.4021,,,,,,0.7176,,20260808_181041,graph2vec_nci_full_atoms1024_20260808_181041_20260808_183354
baseline,graph2vec,,,,graph2vec,nci_full,1024,LinearSVM,artifact,1,ok,0.6427,0.696,0.6641,0.6292,0.3136,0.4394,0.366,0.2701,0.9285,0.8452,0.3345,,,,,,0.1369,,20260808_181041,graph2vec_nci_full_atoms1024_20260808_181041_20260808_183354
baseline,graph2vec,,,,graph2vec,nci_full,1024,RandomForest,artifact,1,ok,0.7277,0.7592,0.7423,0.7366,0.4779,0.5479,0.5105,0.4819,0.9507,0.8856,0.4859,,,,,,0.26,,20260808_181041,graph2vec_nci_full_atoms1024_20260808_181041_20260808_183354
baseline,graph2vec,,,,graph2vec,nci_full,2048,LogisticRegression,artifact,1,ok,0.6445,0.6954,0.6651,0.6284,0.3172,0.4371,0.3676,0.2673,0.9294,0.8471,0.336,,,,,,0.8444,,20260808_194200,graph2vec_nci_full_atoms2048_20260808_194200_20260808_210805
baseline,graph2vec,,,,graph2vec,nci_full,2048,GradientBoosting,artifact,1,ok,0.7498,0.682,0.7098,0.696,0.5297,0.3806,0.443,0.4016,0.9551,0.8674,0.4264,,,,,,0.743,,20260808_194200,graph2vec_nci_full_atoms2048_20260808_194200_20260808_210805
baseline,graph2vec,,,,graph2vec,nci_full,2048,LinearSVM,artifact,1,ok,0.6469,0.7143,0.6727,0.645,0.3202,0.4787,0.3837,0.3017,0.9278,0.8486,0.3549,,,,,,0.1307,,20260808_194200,graph2vec_nci_full_atoms2048_20260808_194200_20260808_210805
baseline,graph2vec,,,,graph2vec,nci_full,2048,RandomForest,artifact,1,ok,0.7635,0.7309,0.7459,0.737,0.5523,0.481,0.5142,0.4824,0.9573,0.8887,0.4933,,,,,,0.3,,20260808_194200,graph2vec_nci_full_atoms2048_20260808_194200_20260808_210805
baseline,gcn,,,,gcn,nci_full,16,GCN,mccv,2,degenerate,0.47726,0.5,0.488366,0.508052,0.0,0.0,0.0,0.056373,0.954521,0.55269,0.0,0.0002,0.0,0.01464,0.0,0.074514,,,20260808_201317,mc_cv_gcn_nci_full_atoms16_20260808_201317_20260808_202654
baseline,gcn,,,,gcn,nci_full,32,GCN,mccv,2,degenerate,0.476211,0.5,0.487816,0.5,0.0,0.0,0.0,0.047577,0.952423,0.5,0.0,0.000276,0.0,0.001053,0.0,0.0,,,20260808_195236,mc_cv_gcn_nci_full_atoms32_20260808_195236_20260808_200633
baseline,gcn,,,,gcn,nci_full,64,GCN,mccv,2,degenerate,0.47655,0.5,0.487993,0.5,0.0,0.0,0.0,0.0469,0.9531,0.5,0.0,0.000125,0.0,0.000479,0.0,0.0,,,20260808_210601,mc_cv_gcn_nci_full_atoms64_20260808_210601_20260808_211933
baseline,gcn,,,,gcn,nci_full,128,GCN,mccv,2,degenerate,0.477666,0.5,0.488578,0.5,0.0,0.0,0.0,0.044667,0.955333,0.5,0.0,0.000401,0.0,0.001531,0.0,0.0,,,20260808_212428,mc_cv_gcn_nci_full_atoms128_20260808_212428_20260808_213802
