family,method,encoder,dict_learner,dict_learner_impl,implementation,dataset,atoms,classifier,source,n_seeds,status,macro_precision,macro_recall,macro_f1,macro_pr_auc,minority_precision,minority_recall,minority_f1,minority_pr_auc,accuracy,roc_auc,mcc,macro_f1_std,minority_f1_std,minority_pr_auc_std,mcc_std,roc_auc_std,threshold,fit_seconds,run_started,run_id
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,32,LinearSVM,artifact,1,ok,0.5872,0.636,0.6041,0.5753,0.2081,0.3346,0.2566,0.1733,0.909,0.7318,0.2178,,,,,,0.1237,,20260807_215220,gspan_cork_aksvd_nci_full_atoms32_20260807_215220_20260808_010630
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,32,RandomForest,artifact,1,ok,0.6628,0.67,0.6663,0.6372,0.3566,0.3731,0.3647,0.2926,0.939,0.7895,0.3327,,,,,,0.34,,20260807_215220,gspan_cork_aksvd_nci_full_atoms32_20260807_215220_20260808_010630
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,64,LogisticRegression,artifact,1,ok,0.5697,0.6579,0.5875,0.5756,0.1703,0.4154,0.2416,0.1722,0.8776,0.7381,0.2098,,,,,,0.6903,,20260807_115852,gspan_cork_aksvd_nci_full_atoms64_20260807_115852_20260807_151418
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,64,GradientBoosting,artifact,1,ok,0.6573,0.6188,0.6348,0.6051,0.3505,0.2615,0.2996,0.2297,0.9426,0.7457,0.2735,,,,,,0.7329,,20260807_115852,gspan_cork_aksvd_nci_full_atoms64_20260807_115852_20260807_151418
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,64,LinearSVM,artifact,1,ok,0.5725,0.6598,0.5913,0.5746,0.1759,0.4154,0.2471,0.17,0.8812,0.7406,0.2153,,,,,,0.1006,,20260807_115852,gspan_cork_aksvd_nci_full_atoms64_20260807_115852_20260807_151418
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,64,RandomForest,artifact,1,ok,0.6624,0.6595,0.6609,0.6298,0.3569,0.35,0.3534,0.28,0.9399,0.7707,0.3219,,,,,,0.36,,20260807_115852,gspan_cork_aksvd_nci_full_atoms64_20260807_115852_20260807_151418
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,128,LogisticRegression,artifact,1,ok,0.5763,0.6255,0.5922,0.5761,0.1874,0.3192,0.2361,0.1747,0.9031,0.7289,0.1958,,,,,,0.754,,20260806_071927,gspan_cork_aksvd_nci_full_atoms128_20260806_071927_20260806_084311
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,128,GradientBoosting,artifact,1,ok,0.6068,0.6454,0.6221,0.6104,0.2465,0.3423,0.2866,0.2424,0.9201,0.745,0.2492,,,,,,0.6017,,20260806_071927,gspan_cork_aksvd_nci_full_atoms128_20260806_071927_20260806_084311
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,128,LinearSVM,artifact,1,ok,0.5924,0.6207,0.604,0.5735,0.2203,0.2923,0.2512,0.1696,0.9182,0.7266,0.2112,,,,,,0.1246,,20260806_071927,gspan_cork_aksvd_nci_full_atoms128_20260806_071927_20260806_084311
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,128,RandomForest,artifact,1,ok,0.6552,0.6654,0.6601,0.6225,0.3417,0.3654,0.3532,0.2676,0.9372,0.7536,0.3204,,,,,,0.3782,,20260806_071927,gspan_cork_aksvd_nci_full_atoms128_20260806_071927_20260806_084311
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,256,LogisticRegression,artifact,1,ok,0.6067,0.6903,0.6326,0.5951,0.2417,0.45,0.3145,0.2123,0.908,0.7506,0.285,,,,,,0.7471,,20260806_023803,gspan_cork_aksvd_nci_full_atoms256_20260806_023803_20260806_040152
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,256,GradientBoosting,artifact,1,ok,0.6261,0.6366,0.6311,0.6004,0.2862,0.3115,0.2983,0.2245,0.9312,0.7285,0.2625,,,,,,0.6765,,20260806_023803,gspan_cork_aksvd_nci_full_atoms256_20260806_023803_20260806_040152
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,256,LinearSVM,artifact,1,ok,0.5949,0.69,0.6202,0.5861,0.2178,0.4615,0.2959,0.1943,0.897,0.7486,0.2685,,,,,,0.1008,,20260806_023803,gspan_cork_aksvd_nci_full_atoms256_20260806_023803_20260806_040152
pipeline,gspan_cork+aksvd,gspan_cork,aksvd,aksvd,gspan_cork_aksvd,nci_full,256,RandomForest,artifact,1,ok,0.6783,0.6685,0.6732,0.6333,0.3878,0.3654,0.3762,0.2857,0.9432,0.7776,0.3467,,,,,,0.4361,,20260806_023803,gspan_cork_aksvd_nci_full_atoms256_20260806_023803_20260806_040152
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,32,LogisticRegression,artifact,1,ok,0.589,0.6535,0.6092,0.5762,0.2099,0.3769,0.2696,0.1737,0.9042,0.7332,0.2337,,,,,,0.722,,20260808_011945,gspan_cork_lcksvd_nci_full_atoms32_20260808_011945_20260808_041716
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,32,GradientBoosting,artifact,1,ok,0.6091,0.6347,0.6201,0.593,0.2523,0.3154,0.2803,0.2093,0.924,0.7251,0.2424,,,,,,0.6659,,20260808_011945,gspan_cork_lcksvd_nci_full_atoms32_20260808_011945_20260808_041716
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,32,LinearSVM,artifact,1,ok,0.5878,0.6531,0.608,0.5767,0.2076,0.3769,0.2678,0.1747,0.9033,0.7329,0.2319,,,,,,0.1125,,20260808_011945,gspan_cork_lcksvd_nci_full_atoms32_20260808_011945_20260808_041716
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,32,RandomForest,artifact,1,ok,0.6547,0.6376,0.6456,0.6205,0.3435,0.3038,0.3224,0.2612,0.9401,0.7653,0.2918,,,,,,0.386,,20260808_011945,gspan_cork_lcksvd_nci_full_atoms32_20260808_011945_20260808_041716
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,64,LogisticRegression,artifact,1,ok,0.5769,0.6317,0.5938,0.5788,0.1879,0.3346,0.2407,0.177,0.9009,0.7494,0.2013,,,,,,0.7508,,20260807_152126,gspan_cork_lcksvd_nci_full_atoms64_20260807_152126_20260807_183825
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,64,GradientBoosting,artifact,1,ok,0.6123,0.6534,0.6287,0.6072,0.2569,0.3577,0.299,0.2335,0.9213,0.7472,0.2625,,,,,,0.6443,,20260807_152126,gspan_cork_lcksvd_nci_full_atoms64_20260807_152126_20260807_183825
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,64,LinearSVM,artifact,1,ok,0.5778,0.6365,0.5954,0.5776,0.1891,0.3462,0.2446,0.1746,0.8997,0.7486,0.2061,,,,,,0.1141,,20260807_152126,gspan_cork_lcksvd_nci_full_atoms64_20260807_152126_20260807_183825
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,64,RandomForest,artifact,1,ok,0.6578,0.6727,0.6648,0.6306,0.3462,0.3808,0.3626,0.2807,0.9372,0.7704,0.3301,,,,,,0.3479,,20260807_152126,gspan_cork_lcksvd_nci_full_atoms64_20260807_152126_20260807_183825
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,128,LogisticRegression,artifact,1,ok,0.5718,0.6191,0.5868,0.5666,0.179,0.3077,0.2263,0.1577,0.9013,0.7197,0.185,,,,,,0.7479,,20260806_135640,gspan_cork_lcksvd_nci_full_atoms128_20260806_135640_20260806_152141
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,128,GradientBoosting,artifact,1,ok,0.6267,0.6501,0.6372,0.6099,0.2862,0.3423,0.3117,0.2417,0.9291,0.7377,0.2759,,,,,,0.6272,,20260806_135640,gspan_cork_lcksvd_nci_full_atoms128_20260806_135640_20260806_152141
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,128,LinearSVM,artifact,1,ok,0.5771,0.6155,0.5908,0.5607,0.19,0.2923,0.2303,0.1461,0.9083,0.7187,0.1887,,,,,,0.1114,,20260806_135640,gspan_cork_lcksvd_nci_full_atoms128_20260806_135640_20260806_152141
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,128,RandomForest,artifact,1,ok,0.7122,0.6322,0.6614,0.6237,0.4591,0.2808,0.3484,0.2654,0.9507,0.7757,0.335,,,,,,0.4888,,20260806_135640,gspan_cork_lcksvd_nci_full_atoms128_20260806_135640_20260806_152141
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,256,LogisticRegression,artifact,1,ok,0.6333,0.6007,0.6141,0.5868,0.3041,0.2269,0.2599,0.1964,0.9394,0.7348,0.2317,,,,,,0.8454,,20260806_152247,gspan_cork_lcksvd_nci_full_atoms256_20260806_152247_20260806_164853
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,256,GradientBoosting,artifact,1,ok,0.6546,0.6255,0.6382,0.6101,0.3445,0.2769,0.307,0.2431,0.9413,0.7254,0.2786,,,,,,0.6461,,20260806_152247,gspan_cork_lcksvd_nci_full_atoms256_20260806_152247_20260806_164853
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,256,LinearSVM,artifact,1,ok,0.5996,0.6259,0.6107,0.5833,0.2342,0.3,0.2631,0.1898,0.9211,0.7345,0.224,,,,,,0.1267,,20260806_152247,gspan_cork_lcksvd_nci_full_atoms256_20260806_152247_20260806_164853
pipeline,gspan_cork+lcksvd,gspan_cork,lcksvd,lcksvd,gspan_cork_lcksvd,nci_full,256,RandomForest,artifact,1,ok,0.7053,0.6264,0.6549,0.6265,0.4459,0.2692,0.3357,0.2758,0.95,0.7529,0.3221,,,,,,0.4924,,20260806_152247,gspan_cork_lcksvd_nci_full_atoms256_20260806_152247_20260806_164853
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,32,LogisticRegression,artifact,1,ok,0.5665,0.6556,0.5831,0.5768,0.1641,0.4154,0.2353,0.1766,0.8733,0.7359,0.2035,,,,,,0.6667,,20260808_033559,gspan_cork_online_dl_nci_full_atoms32_20260808_033559_20260808_043706
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,32,GradientBoosting,artifact,1,ok,0.6562,0.6343,0.6443,0.6177,0.3468,0.2962,0.3195,0.2575,0.9408,0.7469,0.2897,,,,,,0.69,,20260808_033559,gspan_cork_online_dl_nci_full_atoms32_20260808_033559_20260808_043706
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,32,LinearSVM,artifact,1,ok,0.5728,0.66,0.5917,0.5771,0.1765,0.4154,0.2477,0.1773,0.8816,0.7362,0.2159,,,,,,0.0959,,20260808_033559,gspan_cork_online_dl_nci_full_atoms32_20260808_033559_20260808_043706
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,32,RandomForest,artifact,1,ok,0.6782,0.6473,0.661,0.6324,0.3897,0.3192,0.351,0.2837,0.9446,0.7844,0.3241,,,,,,0.3902,,20260808_033559,gspan_cork_online_dl_nci_full_atoms32_20260808_033559_20260808_043706
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,64,LogisticRegression,artifact,1,ok,0.6003,0.6356,0.6144,0.5862,0.2346,0.3231,0.2718,0.1931,0.9188,0.7461,0.2333,,,,,,0.7637,,20260808_011312,gspan_cork_online_dl_nci_full_atoms64_20260808_011312_20260808_021647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,64,GradientBoosting,artifact,1,ok,0.6528,0.608,0.6257,0.6117,0.3425,0.2385,0.2812,0.2408,0.9428,0.7712,0.2569,,,,,,0.6871,,20260808_011312,gspan_cork_online_dl_nci_full_atoms64_20260808_011312_20260808_021647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,64,LinearSVM,artifact,1,ok,0.5785,0.6384,0.5964,0.583,0.1904,0.35,0.2466,0.1866,0.8997,0.7451,0.2084,,,,,,0.1139,,20260808_011312,gspan_cork_online_dl_nci_full_atoms64_20260808_011312_20260808_021647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,64,RandomForest,artifact,1,ok,0.6458,0.6639,0.6542,0.6336,0.3231,0.3654,0.343,0.2848,0.9343,0.79,0.3092,,,,,,0.349,,20260808_011312,gspan_cork_online_dl_nci_full_atoms64_20260808_011312_20260808_021647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,128,LogisticRegression,artifact,1,ok,0.5894,0.6629,0.611,0.5871,0.2097,0.4,0.2751,0.1942,0.9011,0.7612,0.2413,,,,,,0.7184,,20260806_111420,gspan_cork_online_dl_nci_full_atoms128_20260806_111420_20260806_124647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,128,GradientBoosting,artifact,1,ok,0.6271,0.6469,0.636,0.6035,0.2871,0.3346,0.3091,0.2306,0.9298,0.728,0.2732,,,,,,0.6252,,20260806_111420,gspan_cork_online_dl_nci_full_atoms128_20260806_111420_20260806_124647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,128,LinearSVM,artifact,1,ok,0.5829,0.6629,0.6041,0.5831,0.1967,0.4077,0.2653,0.1862,0.8941,0.7593,0.2324,,,,,,0.0974,,20260806_111420,gspan_cork_online_dl_nci_full_atoms128_20260806_111420_20260806_124647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,128,RandomForest,artifact,1,ok,0.6678,0.6672,0.6675,0.6285,0.3668,0.3654,0.3661,0.277,0.9406,0.7665,0.3349,,,,,,0.4383,,20260806_111420,gspan_cork_online_dl_nci_full_atoms128_20260806_111420_20260806_124647
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,256,LogisticRegression,artifact,1,ok,0.5929,0.6333,0.6081,0.59,0.2199,0.3231,0.2617,0.2013,0.9145,0.7506,0.2226,,,,,,0.7647,,20260806_090539,gspan_cork_online_dl_nci_full_atoms256_20260806_090539_20260806_104016
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,256,GradientBoosting,artifact,1,ok,0.6135,0.6193,0.6163,0.5945,0.2628,0.2769,0.2697,0.2122,0.9296,0.725,0.2328,,,,,,0.5997,,20260806_090539,gspan_cork_online_dl_nci_full_atoms256_20260806_090539_20260806_104016
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,256,LinearSVM,artifact,1,ok,0.5831,0.6434,0.6018,0.5839,0.1991,0.3577,0.2558,0.1898,0.9024,0.7447,0.2184,,,,,,0.0964,,20260806_090539,gspan_cork_online_dl_nci_full_atoms256_20260806_090539_20260806_104016
pipeline,gspan_cork+online_dl,gspan_cork,online_dl,online_dl,gspan_cork_online_dl,nci_full,256,RandomForest,artifact,1,ok,0.6485,0.6523,0.6504,0.6154,0.3296,0.3385,0.334,0.2526,0.9367,0.7505,0.3007,,,,,,0.4572,,20260806_090539,gspan_cork_online_dl_nci_full_atoms256_20260806_090539_20260806_104016
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,32,LogisticRegression,artifact,1,ok,0.624,0.6262,0.6251,0.5899,0.283,0.2885,0.2857,0.2027,0.9323,0.7334,0.2502,,,,,,0.8008,,20260808_012542,gspan_cork_frozen_ksvd_gpu_nci_full_atoms32_20260808_012542_20260808_024826
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,32,GradientBoosting,artifact,1,ok,0.6405,0.6629,0.6507,0.6397,0.3125,0.3654,0.3369,0.299,0.9325,0.7634,0.3026,,,,,,0.6504,,20260808_012542,gspan_cork_frozen_ksvd_gpu_nci_full_atoms32_20260808_012542_20260808_024826
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,32,LinearSVM,artifact,1,ok,0.5716,0.6535,0.59,0.5877,0.1748,0.4,0.2433,0.198,0.8832,0.7331,0.2097,,,,,,0.0953,,20260808_012542,gspan_cork_frozen_ksvd_gpu_nci_full_atoms32_20260808_012542_20260808_024826
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,32,RandomForest,artifact,1,ok,0.6553,0.6706,0.6625,0.6358,0.3415,0.3769,0.3583,0.2921,0.9367,0.7823,0.3255,,,,,,0.3259,,20260808_012542,gspan_cork_frozen_ksvd_gpu_nci_full_atoms32_20260808_012542_20260808_024826
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,64,LogisticRegression,artifact,1,ok,0.5743,0.6334,0.5914,0.5718,0.1824,0.3423,0.238,0.1674,0.8971,0.7308,0.1991,,,,,,0.7379,,20260807_235700,gspan_cork_frozen_ksvd_gpu_nci_full_atoms64_20260807_235700_20260808_012001
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,64,GradientBoosting,artifact,1,ok,0.6301,0.6508,0.6395,0.628,0.2928,0.3423,0.3156,0.2767,0.9303,0.7513,0.2801,,,,,,0.6505,,20260807_235700,gspan_cork_frozen_ksvd_gpu_nci_full_atoms64_20260807_235700_20260808_012001
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,64,LinearSVM,artifact,1,ok,0.5724,0.6353,0.5897,0.5682,0.1784,0.35,0.2364,0.1602,0.8939,0.7294,0.198,,,,,,0.1112,,20260807_235700,gspan_cork_frozen_ksvd_gpu_nci_full_atoms64_20260807_235700_20260808_012001
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,64,RandomForest,artifact,1,ok,0.6906,0.6752,0.6825,0.6393,0.4118,0.3769,0.3936,0.2967,0.9455,0.7847,0.3655,,,,,,0.3787,,20260807_235700,gspan_cork_frozen_ksvd_gpu_nci_full_atoms64_20260807_235700_20260808_012001
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,128,LogisticRegression,artifact,1,ok,0.5825,0.6281,0.5983,0.5884,0.1995,0.3192,0.2456,0.1983,0.908,0.7392,0.2056,,,,,,0.7698,,20260807_140049,gspan_cork_frozen_ksvd_gpu_nci_full_atoms128_20260807_140049_20260807_152458
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,128,GradientBoosting,artifact,1,ok,0.6063,0.6661,0.6274,0.604,0.2434,0.3923,0.3004,0.2276,0.9143,0.7535,0.2658,,,,,,0.5758,,20260807_140049,gspan_cork_frozen_ksvd_gpu_nci_full_atoms128_20260807_140049_20260807_152458
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,128,LinearSVM,artifact,1,ok,0.5859,0.6263,0.6007,0.5814,0.2066,0.3115,0.2485,0.1849,0.9116,0.737,0.2084,,,,,,0.1181,,20260807_140049,gspan_cork_frozen_ksvd_gpu_nci_full_atoms128_20260807_140049_20260807_152458
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,128,RandomForest,artifact,1,ok,0.6525,0.6581,0.6552,0.623,0.337,0.35,0.3434,0.2659,0.9372,0.7677,0.3105,,,,,,0.3675,,20260807_140049,gspan_cork_frozen_ksvd_gpu_nci_full_atoms128_20260807_140049_20260807_152458
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,256,LogisticRegression,artifact,1,ok,0.5743,0.6695,0.5939,0.5708,0.1784,0.4385,0.2536,0.1633,0.8789,0.7402,0.2245,,,,,,0.6912,,20260807_191407,gspan_cork_frozen_ksvd_gpu_nci_full_atoms256_20260807_191407_20260807_203858
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,256,GradientBoosting,artifact,1,ok,0.6156,0.6542,0.6313,0.6,0.2635,0.3577,0.3034,0.2246,0.9229,0.7217,0.2671,,,,,,0.5874,,20260807_191407,gspan_cork_frozen_ksvd_gpu_nci_full_atoms256_20260807_191407_20260807_203858
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,256,LinearSVM,artifact,1,ok,0.5626,0.6633,0.5767,0.5626,0.1553,0.4462,0.2304,0.1478,0.8601,0.7338,0.2023,,,,,,0.0793,,20260807_191407,gspan_cork_frozen_ksvd_gpu_nci_full_atoms256_20260807_191407_20260807_203858
pipeline,gspan_cork+frozen_ksvd,gspan_cork,frozen_ksvd,frozen_ksvd_gpu,gspan_cork_frozen_ksvd_gpu,nci_full,256,RandomForest,artifact,1,ok,0.7079,0.6446,0.6696,0.6261,0.4494,0.3077,0.3653,0.2752,0.9498,0.7465,0.3468,,,,,,0.4975,,20260807_191407,gspan_cork_frozen_ksvd_gpu_nci_full_atoms256_20260807_191407_20260807_203858
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,32,LogisticRegression,artifact,1,ok,0.5806,0.6453,0.5996,0.5748,0.1939,0.3654,0.2533,0.1714,0.8989,0.7374,0.2164,,,,,,0.7236,,20260808_012023,gspan_cork_bayesian_gpu_nci_full_atoms32_20260808_012023_20260808_024322
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,32,GradientBoosting,artifact,1,ok,0.642,0.6273,0.6342,0.6104,0.319,0.2846,0.3008,0.238,0.9379,0.782,0.2689,,,,,,0.6951,,20260808_012023,gspan_cork_bayesian_gpu_nci_full_atoms32_20260808_012023_20260808_024322
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,32,LinearSVM,artifact,1,ok,0.583,0.6449,0.6019,0.5741,0.1987,0.3615,0.2565,0.1697,0.9016,0.7375,0.2193,,,,,,0.1135,,20260808_012023,gspan_cork_bayesian_gpu_nci_full_atoms32_20260808_012023_20260808_024322
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,32,RandomForest,artifact,1,ok,0.6623,0.6647,0.6635,0.6498,0.3561,0.3615,0.3588,0.3185,0.9394,0.7879,0.327,,,,,,0.28,,20260808_012023,gspan_cork_bayesian_gpu_nci_full_atoms32_20260808_012023_20260808_024322
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,64,LogisticRegression,artifact,1,ok,0.5793,0.6313,0.5961,0.5694,0.1928,0.3308,0.2436,0.1602,0.9036,0.738,0.2041,,,,,,0.7613,,20260807_235606,gspan_cork_bayesian_gpu_nci_full_atoms64_20260807_235606_20260808_011902
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,64,GradientBoosting,artifact,1,ok,0.6293,0.6624,0.6434,0.6299,0.29,0.3692,0.3249,0.2794,0.928,0.7724,0.2898,,,,,,0.6129,,20260807_235606,gspan_cork_bayesian_gpu_nci_full_atoms64_20260807_235606_20260808_011902
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,64,LinearSVM,artifact,1,ok,0.5611,0.6672,0.5738,0.5672,0.1517,0.4615,0.2284,0.1557,0.8536,0.7374,0.2022,,,,,,0.0809,,20260807_235606,gspan_cork_bayesian_gpu_nci_full_atoms64_20260807_235606_20260808_011902
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,64,RandomForest,artifact,1,ok,0.7253,0.6694,0.6927,0.6662,0.4819,0.3577,0.4106,0.349,0.9518,0.8041,0.3907,,,,,,0.32,,20260807_235606,gspan_cork_bayesian_gpu_nci_full_atoms64_20260807_235606_20260808_011902
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,128,LogisticRegression,artifact,1,ok,0.5605,0.6614,0.5734,0.5804,0.1512,0.4462,0.2259,0.1817,0.8565,0.743,0.1977,,,,,,0.6723,,20260807_165358,gspan_cork_bayesian_gpu_nci_full_atoms128_20260807_165358_20260807_181855
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,128,GradientBoosting,artifact,1,ok,0.6419,0.6512,0.6464,0.623,0.3165,0.3385,0.3271,0.2655,0.9347,0.7793,0.293,,,,,,0.6084,,20260807_165358,gspan_cork_bayesian_gpu_nci_full_atoms128_20260807_165358_20260807_181855
pipeline,gspan_cork+bayesian,gspan_cork,bayesian,bayesian_gpu,gspan_cork_bayesian_gpu,nci_full,128,LinearSVM,artifact,1,ok,0.5621,0.6562,0.5764,0.5783,0.155,0.4269,0.2275,0.1773,0.8639,0.7419,0.1969,,,,,,0.0907,,20260807_165358,gspan_cork_bayesian_gpu_nci_full_atoms128_20260807_165358_20260807_181855
