master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
9,11.543,0.032,229.879,60.467,47.364,46.201,0.064,58.810,7.060,3.816,0.062,58.838,6.911,3.779,46.184,0.454,0.290,581.774
28,11.562,0.032,231.566,60.899,46.010,45.978,0.064,58.941,6.777,3.988,0.060,58.883,6.783,3.968,45.953,0.359,0.283,582.126
82,11.583,0.037,228.298,62.451,46.200,46.007,0.075,59.387,6.897,3.652,0.066,58.629,6.872,3.641,45.829,0.335,0.279,580.259
21,11.613,0.032,230.869,61.225,46.598,45.593,0.071,58.817,6.056,3.849,0.066,58.848,5.873,3.841,45.530,0.451,0.290,579.643
22,11.573,0.033,228.100,60.423,46.406,45.389,0.068,58.495,7.469,3.682,0.064,58.567,7.509,3.738,45.321,0.455,0.277,577.589
