metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6139,0.0117,0.0146,5
LogisticRegression/Macro-Recall,0.6550,0.0124,0.0154,5
LogisticRegression/Macro-F1,0.6302,0.0122,0.0151,5
LogisticRegression/Macro-PR-AUC,0.6032,0.0056,0.0070,5
LogisticRegression/Accuracy,0.9216,0.0042,0.0053,5
LogisticRegression/ROC-AUC,0.8098,0.0045,0.0056,5
LogisticRegression/MCC,0.2657,0.0238,0.0296,5
LogisticRegression/Minority-Precision,0.2599,0.0225,0.0279,5
LogisticRegression/Minority-Recall,0.3608,0.0228,0.0283,5
LogisticRegression/Minority-F1,0.3020,0.0223,0.0277,5
LogisticRegression/Minority-PR-AUC,0.2211,0.0115,0.0142,5
GradientBoosting/Macro-Precision,0.6816,0.0321,0.0399,5
GradientBoosting/Macro-Recall,0.6795,0.0142,0.0177,5
GradientBoosting/Macro-F1,0.6785,0.0133,0.0165,5
GradientBoosting/Macro-PR-AUC,0.6667,0.0089,0.0110,5
GradientBoosting/Accuracy,0.9419,0.0077,0.0095,5
GradientBoosting/ROC-AUC,0.8315,0.0069,0.0086,5
GradientBoosting/MCC,0.3594,0.0281,0.0349,5
GradientBoosting/Minority-Precision,0.3933,0.0650,0.0807,5
GradientBoosting/Minority-Recall,0.3900,0.0351,0.0436,5
GradientBoosting/Minority-F1,0.3876,0.0233,0.0290,5
GradientBoosting/Minority-PR-AUC,0.3464,0.0171,0.0213,5
LinearSVM/Macro-Precision,0.6317,0.0100,0.0124,5
LinearSVM/Macro-Recall,0.6697,0.0199,0.0248,5
LinearSVM/Macro-F1,0.6468,0.0103,0.0128,5
LinearSVM/Macro-PR-AUC,0.6143,0.0057,0.0070,5
LinearSVM/Accuracy,0.9274,0.0061,0.0076,5
LinearSVM/ROC-AUC,0.8179,0.0068,0.0084,5
LinearSVM/MCC,0.2984,0.0215,0.0267,5
LinearSVM/Minority-Precision,0.2940,0.0201,0.0250,5
LinearSVM/Minority-Recall,0.3854,0.0463,0.0574,5
LinearSVM/Minority-F1,0.3321,0.0204,0.0253,5
LinearSVM/Minority-PR-AUC,0.2439,0.0108,0.0134,5
RandomForest/Macro-Precision,0.7225,0.0314,0.0389,5
RandomForest/Macro-Recall,0.6896,0.0251,0.0311,5
RandomForest/Macro-F1,0.7013,0.0066,0.0082,5
RandomForest/Macro-PR-AUC,0.6784,0.0138,0.0171,5
RandomForest/Accuracy,0.9499,0.0049,0.0060,5
RandomForest/ROC-AUC,0.8450,0.0131,0.0163,5
RandomForest/MCC,0.4078,0.0090,0.0112,5
RandomForest/Minority-Precision,0.4743,0.0651,0.0808,5
RandomForest/Minority-Recall,0.4023,0.0579,0.0718,5
RandomForest/Minority-F1,0.4288,0.0151,0.0187,5
RandomForest/Minority-PR-AUC,0.3694,0.0268,0.0333,5
SRC_pure/Macro-Precision,0.5404,0.0020,0.0025,5
SRC_pure/Macro-Recall,0.6442,0.0111,0.0138,5
SRC_pure/Macro-F1,0.5329,0.0032,0.0039,5
SRC_pure/Macro-PR-AUC,0.5596,0.0092,0.0114,5
SRC_pure/Accuracy,0.7985,0.0087,0.0108,5
SRC_pure/ROC-AUC,0.6764,0.0193,0.0240,5
SRC_pure/MCC,0.1527,0.0095,0.0118,5
SRC_pure/Minority-Precision,0.1117,0.0030,0.0038,5
SRC_pure/Minority-Recall,0.4738,0.0311,0.0386,5
SRC_pure/Minority-F1,0.1807,0.0056,0.0069,5
SRC_pure/Minority-PR-AUC,0.1485,0.0165,0.0205,5
SRC_fddl/Macro-Precision,0.5422,0.0022,0.0028,5
SRC_fddl/Macro-Recall,0.6465,0.0113,0.0140,5
SRC_fddl/Macro-F1,0.5370,0.0038,0.0047,5
SRC_fddl/Macro-PR-AUC,0.5597,0.0090,0.0112,5
SRC_fddl/Accuracy,0.8050,0.0092,0.0114,5
SRC_fddl/ROC-AUC,0.6768,0.0193,0.0240,5
SRC_fddl/MCC,0.1572,0.0098,0.0122,5
SRC_fddl/Minority-Precision,0.1150,0.0035,0.0044,5
SRC_fddl/Minority-Recall,0.4715,0.0311,0.0386,5
SRC_fddl/Minority-F1,0.1849,0.0061,0.0076,5
SRC_fddl/Minority-PR-AUC,0.1487,0.0162,0.0201,5
