metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6910,0.0094,0.0117,5
LogisticRegression/Macro-Recall,0.7338,0.0378,0.0469,5
LogisticRegression/Macro-F1,0.7086,0.0177,0.0220,5
LogisticRegression/Macro-PR-AUC,0.6905,0.0211,0.0262,5
LogisticRegression/Accuracy,0.9422,0.0030,0.0037,5
LogisticRegression/ROC-AUC,0.8409,0.0175,0.0217,5
LogisticRegression/MCC,0.4217,0.0394,0.0489,5
LogisticRegression/Minority-Precision,0.4066,0.0178,0.0221,5
LogisticRegression/Minority-Recall,0.5038,0.0807,0.1002,5
LogisticRegression/Minority-F1,0.4478,0.0356,0.0442,5
LogisticRegression/Minority-PR-AUC,0.3941,0.0407,0.0505,5
GradientBoosting/Macro-Precision,0.6753,0.0180,0.0224,5
GradientBoosting/Macro-Recall,0.6933,0.0161,0.0200,5
GradientBoosting/Macro-F1,0.6835,0.0152,0.0189,5
GradientBoosting/Macro-PR-AUC,0.6700,0.0219,0.0272,5
GradientBoosting/Accuracy,0.9403,0.0043,0.0054,5
GradientBoosting/ROC-AUC,0.8295,0.0229,0.0284,5
GradientBoosting/MCC,0.3679,0.0303,0.0377,5
GradientBoosting/Minority-Precision,0.3794,0.0353,0.0438,5
GradientBoosting/Minority-Recall,0.4208,0.0325,0.0403,5
GradientBoosting/Minority-F1,0.3983,0.0287,0.0356,5
GradientBoosting/Minority-PR-AUC,0.3539,0.0417,0.0518,5
LinearSVM/Macro-Precision,0.6976,0.0193,0.0240,5
LinearSVM/Macro-Recall,0.7246,0.0191,0.0237,5
LinearSVM/Macro-F1,0.7095,0.0155,0.0192,5
LinearSVM/Macro-PR-AUC,0.6886,0.0183,0.0227,5
LinearSVM/Accuracy,0.9442,0.0050,0.0062,5
LinearSVM/ROC-AUC,0.8335,0.0146,0.0182,5
LinearSVM/MCC,0.4209,0.0307,0.0381,5
LinearSVM/Minority-Precision,0.4209,0.0382,0.0475,5
LinearSVM/Minority-Recall,0.4823,0.0399,0.0496,5
LinearSVM/Minority-F1,0.4483,0.0290,0.0360,5
LinearSVM/Minority-PR-AUC,0.3910,0.0353,0.0438,5
RandomForest/Macro-Precision,0.7222,0.0211,0.0262,5
RandomForest/Macro-Recall,0.7163,0.0367,0.0456,5
RandomForest/Macro-F1,0.7171,0.0205,0.0254,5
RandomForest/Macro-PR-AUC,0.7033,0.0306,0.0380,5
RandomForest/Accuracy,0.9500,0.0040,0.0050,5
RandomForest/ROC-AUC,0.8561,0.0143,0.0177,5
RandomForest/MCC,0.4367,0.0403,0.0501,5
RandomForest/Minority-Precision,0.4711,0.0429,0.0533,5
RandomForest/Minority-Recall,0.4585,0.0792,0.0983,5
RandomForest/Minority-F1,0.4604,0.0409,0.0508,5
RandomForest/Minority-PR-AUC,0.4186,0.0601,0.0746,5
SRC_pure/Macro-Precision,0.5627,0.0060,0.0075,5
SRC_pure/Macro-Recall,0.7523,0.0182,0.0226,5
SRC_pure/Macro-F1,0.5559,0.0128,0.0159,5
SRC_pure/Macro-PR-AUC,0.6329,0.0113,0.0141,5
SRC_pure/Accuracy,0.7836,0.0168,0.0209,5
SRC_pure/ROC-AUC,0.8142,0.0148,0.0184,5
SRC_pure/MCC,0.2514,0.0205,0.0255,5
SRC_pure/Minority-Precision,0.1427,0.0107,0.0133,5
SRC_pure/Minority-Recall,0.7177,0.0352,0.0437,5
SRC_pure/Minority-F1,0.2379,0.0159,0.0197,5
SRC_pure/Minority-PR-AUC,0.2799,0.0214,0.0266,5
SRC_fddl/Macro-Precision,0.5625,0.0060,0.0074,5
SRC_fddl/Macro-Recall,0.7520,0.0182,0.0226,5
SRC_fddl/Macro-F1,0.5555,0.0127,0.0158,5
SRC_fddl/Macro-PR-AUC,0.6328,0.0113,0.0141,5
SRC_fddl/Accuracy,0.7831,0.0166,0.0206,5
SRC_fddl/ROC-AUC,0.8142,0.0148,0.0184,5
SRC_fddl/MCC,0.2510,0.0205,0.0254,5
SRC_fddl/Minority-Precision,0.1424,0.0106,0.0132,5
SRC_fddl/Minority-Recall,0.7177,0.0352,0.0437,5
SRC_fddl/Minority-F1,0.2375,0.0158,0.0196,5
SRC_fddl/Minority-PR-AUC,0.2798,0.0214,0.0266,5
