master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
35,11.642,0.038,158.401,60.862,46.415,46.186,0.045,13.007,0.328,3.321,0.045,12.960,0.280,3.324,356.876
34,11.722,0.036,157.057,61.602,46.764,44.428,0.061,12.941,0.257,3.110,0.057,12.895,0.259,3.093,354.303
