master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
66,16.566,0.074,3652.213,1276.048,1012.124,944.687,0.564,46.706,3.994,5.807,0.469,46.116,3.900,5.726,7015.000
18,16.763,0.074,3675.496,1169.566,1049.817,1288.475,0.558,60.384,3.938,8.010,0.508,61.458,3.915,8.321,7347.290
5,21.873,0.088,4346.504,1925.273,1438.311,1445.839,0.918,68.760,3.907,6.689,0.779,62.705,4.082,6.981,9332.717
32,23.019,0.113,4337.769,1928.673,1439.483,1444.171,0.639,67.189,3.866,7.527,0.567,63.476,4.200,7.652,9328.349
39,21.856,0.097,4336.493,2032.534,1528.047,1520.342,0.665,67.942,4.208,7.489,0.494,64.863,4.082,7.365,9596.483
