master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
98,8.421,0.038,110.401,41.800,30.019,31.636,0.495,7.171,0.247,1.515,0.353,7.149,0.245,1.513,31.668,0.099,0.106,273.021
69,8.407,0.039,107.953,41.567,31.023,30.899,0.268,7.172,0.272,1.594,0.259,7.182,0.265,1.579,31.072,0.093,0.100,269.867
