metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.5954,0.0021,0.0190,2
LogisticRegression/Macro-Recall,0.6364,0.0160,0.1436,2
LogisticRegression/Macro-F1,0.6105,0.0028,0.0252,2
LogisticRegression/Macro-PR-AUC,0.5844,0.0089,0.0800,2
LogisticRegression/Accuracy,0.9151,0.0065,0.0585,2
LogisticRegression/ROC-AUC,0.7804,0.0073,0.0658,2
LogisticRegression/MCC,0.2278,0.0108,0.0974,2
LogisticRegression/Minority-Precision,0.2246,0.0059,0.0531,2
LogisticRegression/Minority-Recall,0.3288,0.0408,0.3665,2
LogisticRegression/Minority-F1,0.2661,0.0093,0.0836,2
LogisticRegression/Minority-PR-AUC,0.1858,0.0180,0.1614,2
GradientBoosting/Macro-Precision,0.6793,0.0281,0.2525,2
GradientBoosting/Macro-Recall,0.6351,0.0301,0.2706,2
GradientBoosting/Macro-F1,0.6534,0.0302,0.2715,2
GradientBoosting/Macro-PR-AUC,0.6370,0.0333,0.2996,2
GradientBoosting/Accuracy,0.9458,0.0032,0.0287,2
GradientBoosting/ROC-AUC,0.8052,0.0077,0.0690,2
GradientBoosting/MCC,0.3112,0.0591,0.5310,2
GradientBoosting/Minority-Precision,0.3929,0.0534,0.4797,2
GradientBoosting/Minority-Recall,0.2923,0.0598,0.5376,2
GradientBoosting/Minority-F1,0.3350,0.0588,0.5284,2
GradientBoosting/Minority-PR-AUC,0.2898,0.0667,0.5994,2
LinearSVM/Macro-Precision,0.6073,0.0031,0.0282,2
LinearSVM/Macro-Recall,0.6350,0.0004,0.0032,2
LinearSVM/Macro-F1,0.6190,0.0020,0.0176,2
LinearSVM/Macro-PR-AUC,0.5887,0.0079,0.0713,2
LinearSVM/Accuracy,0.9229,0.0018,0.0161,2
LinearSVM/ROC-AUC,0.7818,0.0130,0.1172,2
LinearSVM/MCC,0.2407,0.0032,0.0288,2
LinearSVM/Minority-Precision,0.2486,0.0063,0.0570,2
LinearSVM/Minority-Recall,0.3173,0.0027,0.0244,2
LinearSVM/Minority-F1,0.2787,0.0029,0.0264,2
LinearSVM/Minority-PR-AUC,0.1941,0.0152,0.1366,2
RandomForest/Macro-Precision,0.7066,0.0129,0.1155,2
RandomForest/Macro-Recall,0.6706,0.0177,0.1588,2
RandomForest/Macro-F1,0.6865,0.0160,0.1437,2
RandomForest/Macro-PR-AUC,0.6601,0.0288,0.2587,2
RandomForest/Accuracy,0.9488,0.0017,0.0149,2
RandomForest/ROC-AUC,0.8336,0.0037,0.0332,2
RandomForest/MCC,0.3754,0.0311,0.2798,2
RandomForest/Minority-Precision,0.4442,0.0240,0.2160,2
RandomForest/Minority-Recall,0.3635,0.0354,0.3177,2
RandomForest/Minority-F1,0.3997,0.0311,0.2797,2
RandomForest/Minority-PR-AUC,0.3335,0.0579,0.5202,2
SRC_pure/Macro-Precision,0.5204,0.0119,0.1072,2
SRC_pure/Macro-Recall,0.5225,0.0187,0.1678,2
SRC_pure/Macro-F1,0.5208,0.0152,0.1362,2
SRC_pure/Macro-PR-AUC,0.5052,0.0042,0.0380,2
SRC_pure/Accuracy,0.9141,0.0112,0.1009,2
SRC_pure/ROC-AUC,0.4921,0.0294,0.2642,2
SRC_pure/MCC,0.0427,0.0305,0.2737,2
SRC_pure/Minority-Precision,0.0856,0.0221,0.1984,2
SRC_pure/Minority-Recall,0.0904,0.0517,0.4643,2
SRC_pure/Minority-F1,0.0867,0.0366,0.3288,2
SRC_pure/Minority-PR-AUC,0.0581,0.0061,0.0552,2
SRC_fddl/Macro-Precision,0.5741,0.0252,0.2266,2
SRC_fddl/Macro-Recall,0.5237,0.0085,0.0765,2
SRC_fddl/Macro-F1,0.5296,0.0102,0.0914,2
SRC_fddl/Macro-PR-AUC,0.5100,0.0023,0.0210,2
SRC_fddl/Accuracy,0.9424,0.0084,0.0757,2
SRC_fddl/ROC-AUC,0.5043,0.0282,0.2530,2
SRC_fddl/MCC,0.0811,0.0008,0.0075,2
SRC_fddl/Minority-Precision,0.1929,0.0512,0.4603,2
SRC_fddl/Minority-Recall,0.0615,0.0272,0.2444,2
SRC_fddl/Minority-F1,0.0890,0.0249,0.2234,2
SRC_fddl/Minority-PR-AUC,0.0654,0.0024,0.0220,2
