master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
37,11.612,0.036,5735.168,4.692,3.990,3.594,0.704,164.320,39.451,5.212,0.724,164.452,38.977,5.201,3.114,2.817,2.757,6186.838
11,11.370,0.033,5414.937,4.664,3.953,3.544,0.731,164.542,37.523,5.374,0.722,178.040,38.995,5.383,3.088,2.596,2.637,5878.163
