metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Accuracy,0.9292,0.0130,0.0161,5
LogisticRegression/Precision,0.3306,0.0601,0.0746,5
LogisticRegression/Recall,0.4469,0.0416,0.0517,5
LogisticRegression/F1-Score,0.3748,0.0259,0.0321,5
LogisticRegression/ROC-AUC,0.8452,0.0163,0.0202,5
LogisticRegression/PR-AUC,0.2911,0.0257,0.0319,5
GradientBoosting/Accuracy,0.9414,0.0103,0.0128,5
GradientBoosting/Precision,0.4039,0.0650,0.0807,5
GradientBoosting/Recall,0.4415,0.0587,0.0728,5
GradientBoosting/F1-Score,0.4154,0.0278,0.0345,5
GradientBoosting/ROC-AUC,0.8378,0.0153,0.0190,5
GradientBoosting/PR-AUC,0.3290,0.0414,0.0514,5
LinearSVM/Accuracy,0.9290,0.0101,0.0126,5
LinearSVM/Precision,0.3289,0.0378,0.0469,5
LinearSVM/Recall,0.4708,0.0338,0.0420,5
LinearSVM/F1-Score,0.3852,0.0248,0.0308,5
LinearSVM/ROC-AUC,0.8472,0.0153,0.0190,5
LinearSVM/PR-AUC,0.3019,0.0297,0.0368,5
RandomForest/Accuracy,0.9535,0.0050,0.0062,5
RandomForest/Precision,0.5140,0.0699,0.0868,5
RandomForest/Recall,0.4577,0.0268,0.0333,5
RandomForest/F1-Score,0.4813,0.0226,0.0281,5
RandomForest/ROC-AUC,0.8678,0.0075,0.0093,5
RandomForest/PR-AUC,0.4420,0.0236,0.0293,5
SRC_pure/balanced_acc,0.6555,0.0202,0.0251,5
SRC_pure/precision,0.2752,0.0237,0.0295,5
SRC_pure/recall,0.3577,0.0467,0.0580,5
SRC_pure/f1_score,0.3094,0.0233,0.0289,5
SRC_pure/roc_auc,0.7190,0.0195,0.0242,5
SRC_pure/pr_auc,0.2091,0.0269,0.0334,5
SRC_fddl/balanced_acc,0.6456,0.0174,0.0217,5
SRC_fddl/precision,0.2977,0.0231,0.0286,5
SRC_fddl/recall,0.3300,0.0414,0.0514,5
SRC_fddl/f1_score,0.3111,0.0191,0.0237,5
SRC_fddl/roc_auc,0.7227,0.0186,0.0231,5
SRC_fddl/pr_auc,0.2100,0.0259,0.0321,5
