master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
16,16.121,0.067,242.689,11.916,9.080,8.690,0.129,4.106,0.251,1.449,0.126,4.095,0.248,1.430,300.401
36,16.896,0.068,239.921,12.047,8.983,8.565,0.131,3.973,0.275,1.482,0.130,3.956,0.269,1.579,298.281
70,15.893,0.071,243.314,12.053,9.033,8.589,0.150,4.205,0.253,1.584,0.144,4.112,0.250,1.557,301.213
66,15.834,0.070,243.681,11.804,8.821,8.336,0.123,3.885,0.260,1.581,0.095,4.182,0.246,1.617,300.539
71,16.383,0.070,240.728,11.856,8.959,8.640,0.140,4.081,0.254,1.466,0.128,4.052,0.253,1.448,298.461
