master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
20,11.735,0.037,14.824,4.045,2.749,2.790,0.063,11.785,0.283,2.031,0.057,11.409,0.269,2.035,64.130
68,11.673,0.036,15.335,3.801,3.584,2.803,0.098,11.504,0.269,1.930,0.079,11.284,0.269,1.926,64.608
77,11.752,0.039,15.576,3.716,3.379,2.978,0.082,11.915,0.278,2.039,0.077,11.758,0.282,1.975,65.863
58,11.723,0.038,14.975,3.676,3.288,2.726,0.088,11.500,0.267,2.016,0.073,11.687,0.267,2.036,64.380
28,11.889,0.037,14.945,4.072,2.857,2.750,0.072,11.831,0.268,1.990,0.061,11.577,0.262,2.073,64.705
