master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
86,11.910,0.031,1061.056,95.077,72.889,71.786,0.242,6.657,0.400,3.311,0.236,6.670,0.391,3.322,1335.107
0,11.820,0.031,1057.846,96.291,71.609,72.663,0.179,6.582,0.402,3.208,0.185,6.667,0.403,3.200,1332.218
53,11.843,0.031,1057.651,96.845,71.682,71.653,0.173,6.528,0.392,3.275,0.171,6.525,0.389,3.261,1331.546
78,11.885,0.031,1058.530,111.461,71.408,72.507,0.268,6.472,0.400,3.016,0.256,6.454,0.394,3.041,1347.231
90,12.083,0.032,1061.061,96.474,71.598,71.753,0.212,6.721,0.401,3.267,0.208,6.744,0.397,3.280,1335.627
