master_seed,data_load,partition,fit_wl_fddl,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
41,11.987,0.037,3671.461,19.209,14.941,14.250,0.130,78.910,1.960,2.648,0.108,78.572,1.938,2.614,13.574,4.727,4.511,3921.597
42,12.104,0.035,3729.778,19.599,14.761,14.236,0.141,79.047,2.079,2.765,0.117,79.249,2.092,2.795,13.599,4.852,4.728,3982.043
43,12.076,0.033,3692.015,19.233,14.958,14.228,0.144,78.458,1.912,2.859,0.115,78.250,1.898,2.825,13.515,4.750,4.610,3941.914
44,12.286,0.033,3687.369,19.228,14.949,14.222,0.148,78.359,1.977,2.616,0.116,78.422,1.960,2.614,13.581,4.543,4.383,3936.861
45,12.087,0.032,3726.974,19.417,15.000,14.399,0.143,80.752,1.946,2.877,0.114,81.771,1.940,2.843,13.799,4.759,4.864,3983.787
