metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Accuracy,0.9411,0.0058,0.0073,5
LogisticRegression/Precision,0.3962,0.0442,0.0549,5
LogisticRegression/Recall,0.4638,0.0286,0.0355,5
LogisticRegression/F1-Score,0.4256,0.0216,0.0268,5
LogisticRegression/ROC-AUC,0.8453,0.0087,0.0108,5
LogisticRegression/PR-AUC,0.3731,0.0393,0.0488,5
GradientBoosting/Accuracy,0.9445,0.0079,0.0098,5
GradientBoosting/Precision,0.4261,0.0561,0.0697,5
GradientBoosting/Recall,0.4662,0.0336,0.0417,5
GradientBoosting/F1-Score,0.4421,0.0266,0.0330,5
GradientBoosting/ROC-AUC,0.8228,0.0150,0.0186,5
GradientBoosting/PR-AUC,0.3775,0.0363,0.0451,5
LinearSVM/Accuracy,0.9435,0.0076,0.0094,5
LinearSVM/Precision,0.4142,0.0601,0.0747,5
LinearSVM/Recall,0.4300,0.0504,0.0626,5
LinearSVM/F1-Score,0.4170,0.0251,0.0312,5
LinearSVM/ROC-AUC,0.8383,0.0083,0.0102,5
LinearSVM/PR-AUC,0.3578,0.0320,0.0397,5
RandomForest/Accuracy,0.9494,0.0080,0.0099,5
RandomForest/Precision,0.4760,0.0690,0.0857,5
RandomForest/Recall,0.4785,0.0531,0.0660,5
RandomForest/F1-Score,0.4713,0.0190,0.0236,5
RandomForest/ROC-AUC,0.8577,0.0055,0.0068,5
RandomForest/PR-AUC,0.4237,0.0187,0.0232,5
SRC_pure/balanced_acc,0.7439,0.0088,0.0109,5
SRC_pure/precision,0.1671,0.0103,0.0128,5
SRC_pure/recall,0.6469,0.0095,0.0119,5
SRC_pure/f1_score,0.2656,0.0135,0.0168,5
SRC_pure/roc_auc,0.8182,0.0103,0.0128,5
SRC_pure/pr_auc,0.2857,0.0167,0.0208,5
SRC_fddl/balanced_acc,0.7436,0.0089,0.0111,5
SRC_fddl/precision,0.1667,0.0104,0.0130,5
SRC_fddl/recall,0.6469,0.0095,0.0119,5
SRC_fddl/f1_score,0.2651,0.0138,0.0171,5
SRC_fddl/roc_auc,0.8181,0.0103,0.0127,5
SRC_fddl/pr_auc,0.2854,0.0167,0.0207,5
