master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
45,11.633,0.036,189.523,61.497,46.791,44.353,0.053,29.146,1.807,2.781,0.047,29.152,1.807,2.767,44.181,0.272,0.194,466.114
11,11.852,0.035,186.442,60.962,45.848,45.705,0.062,29.172,1.836,2.869,0.049,29.308,1.830,2.931,45.836,0.266,0.191,465.241
26,11.574,0.038,187.356,61.046,46.554,45.241,0.051,28.769,1.695,2.608,0.047,28.888,1.679,2.612,45.065,0.315,0.204,463.761
86,11.575,0.034,193.176,61.332,47.991,46.788,0.053,28.965,1.616,2.699,0.050,28.963,1.626,2.688,46.104,0.376,0.199,474.254
19,11.700,0.037,187.982,61.645,46.592,46.597,0.053,29.250,2.231,2.708,0.049,29.240,2.254,2.721,46.366,0.263,0.208,469.914
