master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
80,11.552,0.036,32.954,28.247,23.384,23.354,0.063,54.564,1.721,4.050,0.056,54.528,1.780,4.065,240.375
39,11.444,0.035,35.979,29.974,24.498,24.436,0.068,54.580,1.673,4.089,0.064,54.528,1.674,4.088,247.148
50,11.526,0.036,35.513,29.938,24.404,24.391,0.062,54.111,1.724,3.968,0.058,54.160,2.043,4.017,245.970
54,11.699,0.037,34.822,29.227,24.753,24.009,0.066,53.891,1.533,4.023,0.059,53.803,1.559,4.127,243.628
83,11.548,0.037,34.108,28.890,23.726,23.731,0.075,54.153,1.766,4.043,0.078,54.199,1.801,4.007,242.183
