metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.5663,0.0101,0.0125,5
LogisticRegression/Macro-Recall,0.6363,0.0303,0.0376,5
LogisticRegression/Macro-F1,0.5803,0.0138,0.0172,5
LogisticRegression/Macro-PR-AUC,0.5639,0.0129,0.0160,5
LogisticRegression/Accuracy,0.8818,0.0251,0.0312,5
LogisticRegression/ROC-AUC,0.7492,0.0263,0.0326,5
LogisticRegression/MCC,0.1889,0.0270,0.0336,5
LogisticRegression/Minority-Precision,0.1658,0.0204,0.0253,5
LogisticRegression/Minority-Recall,0.3654,0.0846,0.1051,5
LogisticRegression/Minority-F1,0.2247,0.0221,0.0274,5
LogisticRegression/Minority-PR-AUC,0.1473,0.0226,0.0281,5
GradientBoosting/Macro-Precision,0.5614,0.0231,0.0287,5
GradientBoosting/Macro-Recall,0.6003,0.0211,0.0262,5
GradientBoosting/Macro-F1,0.5686,0.0208,0.0258,5
GradientBoosting/Macro-PR-AUC,0.5503,0.0119,0.0148,5
GradientBoosting/Accuracy,0.8905,0.0281,0.0349,5
GradientBoosting/ROC-AUC,0.6960,0.0276,0.0343,5
GradientBoosting/MCC,0.1543,0.0338,0.0419,5
GradientBoosting/Minority-Precision,0.1598,0.0464,0.0576,5
GradientBoosting/Minority-Recall,0.2800,0.0607,0.0754,5
GradientBoosting/Minority-F1,0.1962,0.0302,0.0375,5
GradientBoosting/Minority-PR-AUC,0.1262,0.0218,0.0270,5
LinearSVM/Macro-Precision,0.5737,0.0148,0.0183,5
LinearSVM/Macro-Recall,0.6186,0.0173,0.0214,5
LinearSVM/Macro-F1,0.5868,0.0161,0.0200,5
LinearSVM/Macro-PR-AUC,0.5639,0.0115,0.0143,5
LinearSVM/Accuracy,0.9010,0.0178,0.0221,5
LinearSVM/ROC-AUC,0.7507,0.0228,0.0284,5
LinearSVM/MCC,0.1861,0.0269,0.0334,5
LinearSVM/Minority-Precision,0.1828,0.0293,0.0363,5
LinearSVM/Minority-Recall,0.3069,0.0450,0.0558,5
LinearSVM/Minority-F1,0.2266,0.0258,0.0321,5
LinearSVM/Minority-PR-AUC,0.1472,0.0204,0.0254,5
RandomForest/Macro-Precision,0.5557,0.0064,0.0079,5
RandomForest/Macro-Recall,0.5980,0.0288,0.0358,5
RandomForest/Macro-F1,0.5654,0.0090,0.0112,5
RandomForest/Macro-PR-AUC,0.5462,0.0102,0.0126,5
RandomForest/Accuracy,0.8917,0.0183,0.0227,5
RandomForest/ROC-AUC,0.6889,0.0361,0.0448,5
RandomForest/MCC,0.1464,0.0265,0.0330,5
RandomForest/Minority-Precision,0.1486,0.0123,0.0152,5
RandomForest/Minority-Recall,0.2738,0.0785,0.0975,5
RandomForest/Minority-F1,0.1889,0.0243,0.0301,5
RandomForest/Minority-PR-AUC,0.1192,0.0172,0.0213,5
SRC_pure/Macro-Precision,nan,nan,nan,5
SRC_pure/Macro-Recall,nan,nan,nan,5
SRC_pure/Macro-F1,nan,nan,nan,5
SRC_pure/Macro-PR-AUC,nan,nan,nan,5
SRC_pure/Accuracy,nan,nan,nan,5
SRC_pure/ROC-AUC,nan,nan,nan,5
SRC_pure/MCC,nan,nan,nan,5
SRC_pure/Minority-Precision,nan,nan,nan,5
SRC_pure/Minority-Recall,nan,nan,nan,5
SRC_pure/Minority-F1,nan,nan,nan,5
SRC_pure/Minority-PR-AUC,nan,nan,nan,5
SRC_fddl/Macro-Precision,nan,nan,nan,5
SRC_fddl/Macro-Recall,nan,nan,nan,5
SRC_fddl/Macro-F1,nan,nan,nan,5
SRC_fddl/Macro-PR-AUC,nan,nan,nan,5
SRC_fddl/Accuracy,nan,nan,nan,5
SRC_fddl/ROC-AUC,nan,nan,nan,5
SRC_fddl/MCC,nan,nan,nan,5
SRC_fddl/Minority-Precision,nan,nan,nan,5
SRC_fddl/Minority-Recall,nan,nan,nan,5
SRC_fddl/Minority-F1,nan,nan,nan,5
SRC_fddl/Minority-PR-AUC,nan,nan,nan,5
