metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6825,0.0215,0.0267,5
LogisticRegression/Macro-Recall,0.7140,0.0179,0.0222,5
LogisticRegression/Macro-F1,0.6951,0.0111,0.0137,5
LogisticRegression/Macro-PR-AUC,0.6732,0.0134,0.0167,5
LogisticRegression/Accuracy,0.9400,0.0076,0.0095,5
LogisticRegression/ROC-AUC,0.8477,0.0155,0.0193,5
LogisticRegression/MCC,0.3940,0.0191,0.0238,5
LogisticRegression/Minority-Precision,0.3916,0.0442,0.0549,5
LogisticRegression/Minority-Recall,0.4646,0.0438,0.0544,5
LogisticRegression/Minority-F1,0.4218,0.0192,0.0239,5
LogisticRegression/Minority-PR-AUC,0.3584,0.0263,0.0327,5
GradientBoosting/Macro-Precision,0.6656,0.0165,0.0205,5
GradientBoosting/Macro-Recall,0.6960,0.0238,0.0296,5
GradientBoosting/Macro-F1,0.6774,0.0111,0.0138,5
GradientBoosting/Macro-PR-AUC,0.6606,0.0051,0.0063,5
GradientBoosting/Accuracy,0.9364,0.0079,0.0098,5
GradientBoosting/ROC-AUC,0.8392,0.0111,0.0138,5
GradientBoosting/MCC,0.3589,0.0206,0.0256,5
GradientBoosting/Minority-Precision,0.3595,0.0346,0.0430,5
GradientBoosting/Minority-Recall,0.4308,0.0565,0.0701,5
GradientBoosting/Minority-F1,0.3884,0.0210,0.0261,5
GradientBoosting/Minority-PR-AUC,0.3336,0.0101,0.0126,5
LinearSVM/Macro-Precision,0.6847,0.0101,0.0125,5
LinearSVM/Macro-Recall,0.7031,0.0146,0.0181,5
LinearSVM/Macro-F1,0.6928,0.0061,0.0075,5
LinearSVM/Macro-PR-AUC,0.6688,0.0117,0.0145,5
LinearSVM/Accuracy,0.9422,0.0034,0.0043,5
LinearSVM/ROC-AUC,0.8413,0.0193,0.0240,5
LinearSVM/MCC,0.3869,0.0125,0.0155,5
LinearSVM/Minority-Precision,0.3971,0.0210,0.0261,5
LinearSVM/Minority-Recall,0.4392,0.0335,0.0416,5
LinearSVM/Minority-F1,0.4160,0.0120,0.0149,5
LinearSVM/Minority-PR-AUC,0.3504,0.0224,0.0278,5
RandomForest/Macro-Precision,0.7227,0.0173,0.0215,5
RandomForest/Macro-Recall,0.7197,0.0278,0.0345,5
RandomForest/Macro-F1,0.7199,0.0134,0.0166,5
RandomForest/Macro-PR-AUC,0.7046,0.0155,0.0192,5
RandomForest/Accuracy,0.9501,0.0036,0.0045,5
RandomForest/ROC-AUC,0.8581,0.0139,0.0172,5
RandomForest/MCC,0.4412,0.0282,0.0350,5
RandomForest/Minority-Precision,0.4716,0.0354,0.0440,5
RandomForest/Minority-Recall,0.4654,0.0604,0.0750,5
RandomForest/Minority-F1,0.4659,0.0266,0.0330,5
RandomForest/Minority-PR-AUC,0.4212,0.0301,0.0373,5
SRC_pure/Macro-Precision,0.5654,0.0044,0.0054,5
SRC_pure/Macro-Recall,0.7395,0.0169,0.0210,5
SRC_pure/Macro-F1,0.5680,0.0082,0.0102,5
SRC_pure/Macro-PR-AUC,0.6301,0.0163,0.0202,5
SRC_pure/Accuracy,0.8087,0.0117,0.0145,5
SRC_pure/ROC-AUC,0.8080,0.0108,0.0134,5
SRC_pure/MCC,0.2503,0.0162,0.0201,5
SRC_pure/Minority-Precision,0.1508,0.0076,0.0095,5
SRC_pure/Minority-Recall,0.6631,0.0395,0.0490,5
SRC_pure/Minority-F1,0.2456,0.0113,0.0141,5
SRC_pure/Minority-PR-AUC,0.2750,0.0324,0.0402,5
SRC_fddl/Macro-Precision,0.5653,0.0044,0.0055,5
SRC_fddl/Macro-Recall,0.7392,0.0169,0.0210,5
SRC_fddl/Macro-F1,0.5676,0.0084,0.0104,5
SRC_fddl/Macro-PR-AUC,0.6300,0.0163,0.0202,5
SRC_fddl/Accuracy,0.8082,0.0118,0.0147,5
SRC_fddl/ROC-AUC,0.8079,0.0108,0.0134,5
SRC_fddl/MCC,0.2498,0.0163,0.0203,5
SRC_fddl/Minority-Precision,0.1504,0.0078,0.0096,5
SRC_fddl/Minority-Recall,0.6631,0.0395,0.0490,5
SRC_fddl/Minority-F1,0.2451,0.0115,0.0143,5
SRC_fddl/Minority-PR-AUC,0.2747,0.0324,0.0402,5
