master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
54,11.567,0.037,11.416,3.991,2.701,2.769,0.051,1.522,0.085,0.654,0.035,1.506,0.083,0.652,37.088
49,11.663,0.038,11.290,4.025,2.686,2.728,0.045,1.513,0.088,0.698,0.035,1.499,0.087,0.707,37.123
