master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
40,11.742,0.037,155.032,62.894,49.250,47.867,0.041,7.564,0.296,1.380,0.039,7.557,0.294,1.383,345.395
24,11.691,0.033,152.824,64.783,48.252,48.272,0.047,7.257,0.312,1.392,0.043,7.388,0.306,1.394,344.014
