metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6387,0.0055,0.0494,2
LogisticRegression/Macro-Recall,0.7177,0.0182,0.1632,2
LogisticRegression/Macro-F1,0.6671,0.0002,0.0018,2
LogisticRegression/Macro-PR-AUC,0.6263,0.0266,0.2386,2
LogisticRegression/Accuracy,0.9359,0.0049,0.0440,2
LogisticRegression/ROC-AUC,0.8293,0.0166,0.1491,2
LogisticRegression/MCC,0.3472,0.0076,0.0684,2
LogisticRegression/Minority-Precision,0.2988,0.0126,0.1131,2
LogisticRegression/Minority-Recall,0.4812,0.0432,0.3877,2
LogisticRegression/Minority-F1,0.3679,0.0031,0.0280,2
LogisticRegression/Minority-PR-AUC,0.2641,0.0511,0.4595,2
GradientBoosting/Macro-Precision,0.6647,0.0496,0.4453,2
GradientBoosting/Macro-Recall,0.6706,0.0152,0.1366,2
GradientBoosting/Macro-F1,0.6637,0.0191,0.1717,2
GradientBoosting/Macro-PR-AUC,0.6302,0.0242,0.2175,2
GradientBoosting/Accuracy,0.9470,0.0136,0.1226,2
GradientBoosting/ROC-AUC,0.8115,0.0110,0.0984,2
GradientBoosting/MCC,0.3320,0.0358,0.3220,2
GradientBoosting/Minority-Precision,0.3549,0.1006,0.9035,2
GradientBoosting/Minority-Recall,0.3709,0.0465,0.4176,2
GradientBoosting/Minority-F1,0.3551,0.0309,0.2772,2
GradientBoosting/Minority-PR-AUC,0.2732,0.0473,0.4249,2
LinearSVM/Macro-Precision,0.6692,0.0060,0.0542,2
LinearSVM/Macro-Recall,0.6897,0.0100,0.0895,2
LinearSVM/Macro-F1,0.6788,0.0078,0.0698,2
LinearSVM/Macro-PR-AUC,0.6368,0.0278,0.2502,2
LinearSVM/Accuracy,0.9492,0.0008,0.0069,2
LinearSVM/ROC-AUC,0.8375,0.0217,0.1951,2
LinearSVM/MCC,0.3583,0.0158,0.1419,2
LinearSVM/Minority-Precision,0.3624,0.0113,0.1013,2
LinearSVM/Minority-Recall,0.4085,0.0199,0.1790,2
LinearSVM/Minority-F1,0.3840,0.0151,0.1360,2
LinearSVM/Minority-PR-AUC,0.2846,0.0533,0.4788,2
RandomForest/Macro-Precision,0.7455,0.0125,0.1120,2
RandomForest/Macro-Recall,0.6874,0.0120,0.1079,2
RandomForest/Macro-F1,0.7117,0.0034,0.0308,2
RandomForest/Macro-PR-AUC,0.6845,0.0040,0.0358,2
RandomForest/Accuracy,0.9620,0.0014,0.0127,2
RandomForest/ROC-AUC,0.8381,0.0098,0.0881,2
RandomForest/MCC,0.4287,0.0029,0.0256,2
RandomForest/Minority-Precision,0.5155,0.0259,0.2328,2
RandomForest/Minority-Recall,0.3897,0.0266,0.2386,2
RandomForest/Minority-F1,0.4431,0.0076,0.0685,2
RandomForest/Minority-PR-AUC,0.3810,0.0064,0.0578,2
SRC_pure/Macro-Precision,0.5908,0.0252,0.2268,2
SRC_pure/Macro-Recall,0.6976,0.0185,0.1666,2
SRC_pure/Macro-F1,0.6166,0.0313,0.2812,2
SRC_pure/Macro-PR-AUC,0.6038,0.0293,0.2637,2
SRC_pure/Accuracy,0.9059,0.0203,0.1828,2
SRC_pure/ROC-AUC,0.8125,0.0362,0.3250,2
SRC_pure/MCC,0.2673,0.0499,0.4485,2
SRC_pure/Minority-Precision,0.2041,0.0493,0.4429,2
SRC_pure/Minority-Recall,0.4718,0.0166,0.1491,2
SRC_pure/Minority-F1,0.2837,0.0512,0.4600,2
SRC_pure/Minority-PR-AUC,0.2186,0.0564,0.5068,2
SRC_fddl/Macro-Precision,0.5920,0.0263,0.2366,2
SRC_fddl/Macro-Recall,0.6981,0.0188,0.1690,2
SRC_fddl/Macro-F1,0.6180,0.0323,0.2906,2
SRC_fddl/Macro-PR-AUC,0.6052,0.0298,0.2681,2
SRC_fddl/Accuracy,0.9068,0.0209,0.1874,2
SRC_fddl/ROC-AUC,0.8127,0.0366,0.3285,2
SRC_fddl/MCC,0.2693,0.0516,0.4634,2
SRC_fddl/Minority-Precision,0.2065,0.0515,0.4624,2
SRC_fddl/Minority-Recall,0.4718,0.0166,0.1491,2
SRC_fddl/Minority-F1,0.2859,0.0530,0.4763,2
SRC_fddl/Minority-PR-AUC,0.2215,0.0574,0.5157,2
