master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
19,11.882,0.036,233.192,61.066,46.194,46.203,0.069,56.783,8.873,3.726,0.066,56.866,8.813,3.740,46.208,0.426,0.284,584.494
84,11.551,0.034,234.262,61.675,44.782,46.794,0.064,56.938,4.936,3.807,0.063,56.988,4.910,3.857,46.551,0.486,0.287,578.002
