metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6949,0.0154,0.1382,2
LogisticRegression/Macro-Recall,0.6881,0.0068,0.0609,2
LogisticRegression/Macro-F1,0.6914,0.0109,0.0980,2
LogisticRegression/Macro-PR-AUC,0.6665,0.0065,0.0587,2
LogisticRegression/Accuracy,0.9457,0.0031,0.0275,2
LogisticRegression/ROC-AUC,0.8207,0.0185,0.1665,2
LogisticRegression/MCC,0.3828,0.0220,0.1977,2
LogisticRegression/Minority-Precision,0.4190,0.0302,0.2709,2
LogisticRegression/Minority-Recall,0.4038,0.0109,0.0977,2
LogisticRegression/Minority-F1,0.4112,0.0202,0.1813,2
LogisticRegression/Minority-PR-AUC,0.3486,0.0148,0.1334,2
GradientBoosting/Macro-Precision,0.6683,0.0196,0.1757,2
GradientBoosting/Macro-Recall,0.6996,0.0266,0.2387,2
GradientBoosting/Macro-F1,0.6823,0.0226,0.2027,2
GradientBoosting/Macro-PR-AUC,0.6642,0.0131,0.1178,2
GradientBoosting/Accuracy,0.9379,0.0038,0.0344,2
GradientBoosting/ROC-AUC,0.8282,0.0044,0.0399,2
GradientBoosting/MCC,0.3665,0.0457,0.4106,2
GradientBoosting/Minority-Precision,0.3646,0.0366,0.3285,2
GradientBoosting/Minority-Recall,0.4365,0.0517,0.4643,2
GradientBoosting/Minority-F1,0.3973,0.0431,0.3874,2
GradientBoosting/Minority-PR-AUC,0.3414,0.0261,0.2347,2
LinearSVM/Macro-Precision,0.7129,0.0489,0.4389,2
LinearSVM/Macro-Recall,0.6748,0.0159,0.1431,2
LinearSVM/Macro-F1,0.6889,0.0096,0.0862,2
LinearSVM/Macro-PR-AUC,0.6657,0.0007,0.0064,2
LinearSVM/Accuracy,0.9483,0.0091,0.0814,2
LinearSVM/ROC-AUC,0.8250,0.0121,0.1089,2
LinearSVM/MCC,0.3833,0.0269,0.2415,2
LinearSVM/Minority-Precision,0.4563,0.0994,0.8932,2
LinearSVM/Minority-Recall,0.3731,0.0435,0.3910,2
LinearSVM/Minority-F1,0.4048,0.0143,0.1282,2
LinearSVM/Minority-PR-AUC,0.3467,0.0008,0.0071,2
RandomForest/Macro-Precision,0.6987,0.0167,0.1499,2
RandomForest/Macro-Recall,0.7097,0.0383,0.3440,2
RandomForest/Macro-F1,0.7018,0.0091,0.0819,2
RandomForest/Macro-PR-AUC,0.6901,0.0027,0.0242,2
RandomForest/Accuracy,0.9450,0.0059,0.0527,2
RandomForest/ROC-AUC,0.8320,0.0038,0.0344,2
RandomForest/MCC,0.4064,0.0202,0.1818,2
RandomForest/Minority-Precision,0.4245,0.0373,0.3347,2
RandomForest/Minority-Recall,0.4500,0.0870,0.7819,2
RandomForest/Minority-F1,0.4326,0.0215,0.1935,2
RandomForest/Minority-PR-AUC,0.3944,0.0055,0.0498,2
SRC_pure/Macro-Precision,0.5358,0.0003,0.0024,2
SRC_pure/Macro-Recall,0.5475,0.0018,0.0160,2
SRC_pure/Macro-F1,0.5401,0.0007,0.0060,2
SRC_pure/Macro-PR-AUC,0.5344,0.0023,0.0206,2
SRC_pure/Accuracy,0.9042,0.0015,0.0138,2
SRC_pure/ROC-AUC,0.6817,0.0098,0.0877,2
SRC_pure/MCC,0.0824,0.0019,0.0167,2
SRC_pure/Minority-Precision,0.1140,0.0004,0.0032,2
SRC_pure/Minority-Recall,0.1538,0.0054,0.0489,2
SRC_pure/Minority-F1,0.1309,0.0022,0.0198,2
SRC_pure/Minority-PR-AUC,0.0930,0.0036,0.0324,2
SRC_fddl/Macro-Precision,0.5353,0.0014,0.0122,2
SRC_fddl/Macro-Recall,0.5467,0.0032,0.0288,2
SRC_fddl/Macro-F1,0.5395,0.0019,0.0172,2
SRC_fddl/Macro-PR-AUC,0.5345,0.0023,0.0203,2
SRC_fddl/Accuracy,0.9043,0.0013,0.0115,2
SRC_fddl/ROC-AUC,0.6818,0.0098,0.0877,2
SRC_fddl/MCC,0.0812,0.0044,0.0392,2
SRC_fddl/Minority-Precision,0.1131,0.0024,0.0217,2
SRC_fddl/Minority-Recall,0.1519,0.0082,0.0733,2
SRC_fddl/Minority-F1,0.1297,0.0046,0.0409,2
SRC_fddl/Minority-PR-AUC,0.0931,0.0035,0.0317,2
