master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
63,11.610,0.039,6126.252,5.425,3.649,3.633,0.726,232.425,83.913,8.055,0.723,231.502,75.725,7.998,3.108,2.701,2.796,6800.302
1,11.603,0.036,5995.187,5.157,3.638,3.637,0.694,230.957,76.465,7.875,0.689,230.881,76.876,7.884,3.090,2.745,2.821,6660.263
