master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
22,11.584,0.037,13.641,7.177,5.564,5.449,0.039,7.525,0.181,1.566,0.036,7.486,0.180,1.602,62.086
42,11.599,0.033,14.305,7.399,5.610,5.596,0.038,7.591,0.191,1.515,0.034,7.572,0.188,1.514,63.202
56,11.586,0.035,13.932,7.263,5.599,5.588,0.034,7.552,0.172,1.532,0.031,7.598,0.170,1.543,62.655
68,11.500,0.035,14.149,7.398,5.584,5.619,0.034,7.539,0.181,1.561,0.032,7.528,0.181,1.556,62.915
21,11.517,0.034,13.299,6.752,5.712,5.390,0.038,7.476,0.171,1.558,0.034,7.459,0.169,1.565,61.194
