metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6842,0.0306,0.2749,2
LogisticRegression/Macro-Recall,0.7356,0.0198,0.1782,2
LogisticRegression/Macro-F1,0.7040,0.0133,0.1191,2
LogisticRegression/Macro-PR-AUC,0.6832,0.0100,0.0894,2
LogisticRegression/Accuracy,0.9386,0.0115,0.1032,2
LogisticRegression/ROC-AUC,0.8448,0.0019,0.0168,2
LogisticRegression/MCC,0.4150,0.0171,0.1540,2
LogisticRegression/Minority-Precision,0.3928,0.0635,0.5704,2
LogisticRegression/Minority-Recall,0.5115,0.0544,0.4887,2
LogisticRegression/Minority-F1,0.4405,0.0201,0.1810,2
LogisticRegression/Minority-PR-AUC,0.3789,0.0196,0.1762,2
GradientBoosting/Macro-Precision,0.6500,0.0176,0.1585,2
GradientBoosting/Macro-Recall,0.7087,0.0155,0.1395,2
GradientBoosting/Macro-F1,0.6722,0.0081,0.0729,2
GradientBoosting/Macro-PR-AUC,0.6653,0.0156,0.1401,2
GradientBoosting/Accuracy,0.9292,0.0098,0.0883,2
GradientBoosting/ROC-AUC,0.8345,0.0004,0.0039,2
GradientBoosting/MCC,0.3531,0.0077,0.0688,2
GradientBoosting/Minority-Precision,0.3269,0.0371,0.3331,2
GradientBoosting/Minority-Recall,0.4654,0.0435,0.3910,2
GradientBoosting/Minority-F1,0.3821,0.0107,0.0966,2
GradientBoosting/Minority-PR-AUC,0.3430,0.0309,0.2774,2
LinearSVM/Macro-Precision,0.7027,0.0569,0.5115,2
LinearSVM/Macro-Recall,0.7267,0.0276,0.2477,2
LinearSVM/Macro-F1,0.7085,0.0211,0.1893,2
LinearSVM/Macro-PR-AUC,0.6751,0.0097,0.0872,2
LinearSVM/Accuracy,0.9425,0.0165,0.1479,2
LinearSVM/ROC-AUC,0.8362,0.0003,0.0027,2
LinearSVM/MCC,0.4244,0.0345,0.3098,2
LinearSVM/Minority-Precision,0.4309,0.1170,1.0514,2
LinearSVM/Minority-Recall,0.4885,0.0761,0.6842,2
LinearSVM/Minority-F1,0.4474,0.0331,0.2972,2
LinearSVM/Minority-PR-AUC,0.3640,0.0189,0.1697,2
RandomForest/Macro-Precision,0.6988,0.0476,0.4277,2
RandomForest/Macro-Recall,0.7211,0.0313,0.2811,2
RandomForest/Macro-F1,0.7045,0.0137,0.1228,2
RandomForest/Macro-PR-AUC,0.6993,0.0011,0.0098,2
RandomForest/Accuracy,0.9424,0.0143,0.1284,2
RandomForest/ROC-AUC,0.8487,0.0049,0.0442,2
RandomForest/MCC,0.4155,0.0207,0.1863,2
RandomForest/Minority-Precision,0.4235,0.0987,0.8864,2
RandomForest/Minority-Recall,0.4769,0.0816,0.7331,2
RandomForest/Minority-F1,0.4395,0.0194,0.1747,2
RandomForest/Minority-PR-AUC,0.4107,0.0025,0.0224,2
SRC_pure/Macro-Precision,0.5269,0.0062,0.0559,2
SRC_pure/Macro-Recall,0.5395,0.0074,0.0669,2
SRC_pure/Macro-F1,0.5306,0.0072,0.0645,2
SRC_pure/Macro-PR-AUC,0.5259,0.0027,0.0247,2
SRC_pure/Accuracy,0.8959,0.0043,0.0390,2
SRC_pure/ROC-AUC,0.6524,0.0129,0.1160,2
SRC_pure/MCC,0.0652,0.0137,0.1229,2
SRC_pure/Minority-Precision,0.0970,0.0117,0.1054,2
SRC_pure/Minority-Recall,0.1462,0.0109,0.0977,2
SRC_pure/Minority-F1,0.1166,0.0119,0.1073,2
SRC_pure/Minority-PR-AUC,0.0799,0.0030,0.0270,2
SRC_fddl/Macro-Precision,0.5273,0.0070,0.0626,2
SRC_fddl/Macro-Recall,0.5392,0.0086,0.0773,2
SRC_fddl/Macro-F1,0.5309,0.0080,0.0720,2
SRC_fddl/Macro-PR-AUC,0.5260,0.0027,0.0246,2
SRC_fddl/Accuracy,0.8971,0.0041,0.0367,2
SRC_fddl/ROC-AUC,0.6526,0.0129,0.1158,2
SRC_fddl/MCC,0.0654,0.0155,0.1396,2
SRC_fddl/Minority-Precision,0.0977,0.0131,0.1180,2
SRC_fddl/Minority-Recall,0.1442,0.0136,0.1222,2
SRC_fddl/Minority-F1,0.1164,0.0138,0.1237,2
SRC_fddl/Minority-PR-AUC,0.0801,0.0030,0.0269,2
