master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
26,11.508,0.040,654.043,4.426,2.885,2.904,0.126,57.625,4.176,3.715,0.127,57.563,4.180,3.737,3.074,1.483,1.335,812.966
74,11.602,0.037,690.127,4.372,2.969,2.967,0.129,57.478,4.842,3.590,0.121,57.566,4.864,3.596,3.141,1.429,1.340,850.193
