master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
97,11.851,0.031,921.739,67.409,50.326,50.096,0.037,6.296,0.175,1.430,0.034,6.283,0.174,1.403,1118.443
6,11.802,0.031,917.911,66.902,48.954,50.489,0.037,6.031,0.174,1.364,0.034,6.036,0.181,1.358,1112.438
