phase,mean_sec,std_sec,min_sec,max_sec,n
partition,0.01,0.00,0.01,0.01,10
val_logreg,0.16,0.01,0.15,0.18,10
val_gboost,9.11,0.01,9.09,9.15,10
val_svm,1.01,0.04,0.94,1.10,10
val_rf,1.88,0.03,1.83,1.93,10
test_logreg,0.15,0.00,0.14,0.15,10
test_gboost,9.08,0.01,9.06,9.10,10
test_svm,1.01,0.04,0.93,1.10,10
test_rf,1.88,0.03,1.83,1.93,10
seed_total,24.58,0.86,24.23,27.03,10
