master_seed,total_atoms,GCN_train/Macro-Precision,GCN_train/Macro-Recall,GCN_train/Macro-F1,GCN_train/Macro-PR-AUC,GCN_train/Accuracy,GCN_train/ROC-AUC,GCN_train/MCC,GCN_train/Minority-Precision,GCN_train/Minority-Recall,GCN_train/Minority-F1,GCN_train/Minority-PR-AUC,GCN/Macro-Precision,GCN/Macro-Recall,GCN/Macro-F1,GCN/Macro-PR-AUC,GCN/Accuracy,GCN/ROC-AUC,GCN/MCC,GCN/Minority-Precision,GCN/Minority-Recall,GCN/Minority-F1,GCN/Minority-PR-AUC
35,16,0.4762766929506921,0.5,0.48785011092623404,0.5212159769303847,0.9525533859013842,0.6286047440868191,0.0,0.0,0.0,0.0,0.07440066995692,0.4775311315646995,0.5,0.48850733868734425,0.5161047369073697,0.955062263129399,0.605379212427943,0.0,0.0,0.0,0.0,0.0667246052817601
46,16,0.47641206132187214,0.5,0.48792111465409677,0.5,0.9528241226437443,0.5,0.0,0.0,0.0,0.0,0.04717587735625571,0.47698971304818627,0.5,0.4882238847326129,0.5,0.9539794260963725,0.5,0.0,0.0,0.0,0.0,0.0460205739036275
