phase,mean_sec,std_sec,min_sec,max_sec,n
data_load,12.44,0.00,12.44,12.44,2
partition,0.01,0.00,0.01,0.01,2
build_model,0.14,0.01,0.14,0.15,2
train,388.48,0.66,388.01,388.95,2
eval_train,1.38,0.01,1.37,1.38,2
eval_test,0.35,0.00,0.35,0.35,2
seed_total,402.81,0.69,402.32,403.29,2
