metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6047,0.0234,0.2106,2
LogisticRegression/Macro-Recall,0.6789,0.0002,0.0021,2
LogisticRegression/Macro-F1,0.6272,0.0221,0.1989,2
LogisticRegression/Macro-PR-AUC,0.5977,0.0109,0.0978,2
LogisticRegression/Accuracy,0.9071,0.0193,0.1731,2
LogisticRegression/ROC-AUC,0.8066,0.0213,0.1909,2
LogisticRegression/MCC,0.2728,0.0306,0.2745,2
LogisticRegression/Minority-Precision,0.2388,0.0473,0.4251,2
LogisticRegression/Minority-Recall,0.4269,0.0218,0.1955,2
LogisticRegression/Minority-F1,0.3041,0.0334,0.3001,2
LogisticRegression/Minority-PR-AUC,0.2107,0.0188,0.1691,2
GradientBoosting/Macro-Precision,0.6365,0.0030,0.0268,2
GradientBoosting/Macro-Recall,0.6469,0.0053,0.0477,2
GradientBoosting/Macro-F1,0.6414,0.0040,0.0363,2
GradientBoosting/Macro-PR-AUC,0.6134,0.0063,0.0568,2
GradientBoosting/Accuracy,0.9334,0.0003,0.0023,2
GradientBoosting/ROC-AUC,0.7853,0.0164,0.1471,2
GradientBoosting/MCC,0.2832,0.0082,0.0737,2
GradientBoosting/Minority-Precision,0.3060,0.0054,0.0489,2
GradientBoosting/Minority-Recall,0.3308,0.0109,0.0977,2
GradientBoosting/Minority-F1,0.3179,0.0080,0.0715,2
GradientBoosting/Minority-PR-AUC,0.2430,0.0112,0.1005,2
LinearSVM/Macro-Precision,0.6103,0.0271,0.2437,2
LinearSVM/Macro-Recall,0.6704,0.0052,0.0470,2
LinearSVM/Macro-F1,0.6305,0.0242,0.2174,2
LinearSVM/Macro-PR-AUC,0.6003,0.0136,0.1220,2
LinearSVM/Accuracy,0.9137,0.0174,0.1559,2
LinearSVM/ROC-AUC,0.8093,0.0206,0.1847,2
LinearSVM/MCC,0.2735,0.0380,0.3417,2
LinearSVM/Minority-Precision,0.2511,0.0541,0.4858,2
LinearSVM/Minority-Recall,0.4019,0.0082,0.0733,2
LinearSVM/Minority-F1,0.3070,0.0387,0.3477,2
LinearSVM/Minority-PR-AUC,0.2156,0.0243,0.2186,2
RandomForest/Macro-Precision,0.6740,0.0195,0.1751,2
RandomForest/Macro-Recall,0.6836,0.0047,0.0426,2
RandomForest/Macro-F1,0.6781,0.0082,0.0737,2
RandomForest/Macro-PR-AUC,0.6660,0.0020,0.0181,2
RandomForest/Accuracy,0.9405,0.0057,0.0516,2
RandomForest/ROC-AUC,0.8223,0.0080,0.0723,2
RandomForest/MCC,0.3570,0.0154,0.1385,2
RandomForest/Minority-Precision,0.3776,0.0396,0.3555,2
RandomForest/Minority-Recall,0.4000,0.0163,0.1466,2
RandomForest/Minority-F1,0.3875,0.0133,0.1192,2
RandomForest/Minority-PR-AUC,0.3463,0.0057,0.0513,2
SRC_pure/Macro-Precision,0.5390,0.0041,0.0367,2
SRC_pure/Macro-Recall,0.6521,0.0111,0.0994,2
SRC_pure/Macro-F1,0.5241,0.0088,0.0794,2
SRC_pure/Macro-PR-AUC,0.5555,0.0023,0.0211,2
SRC_pure/Accuracy,0.7760,0.0112,0.1009,2
SRC_pure/ROC-AUC,0.7158,0.0114,0.1021,2
SRC_pure/MCC,0.1541,0.0137,0.1229,2
SRC_pure/Minority-Precision,0.1074,0.0071,0.0641,2
SRC_pure/Minority-Recall,0.5154,0.0109,0.0977,2
SRC_pure/Minority-F1,0.1778,0.0104,0.0936,2
SRC_pure/Minority-PR-AUC,0.1332,0.0031,0.0275,2
SRC_fddl/Macro-Precision,0.5404,0.0049,0.0436,2
SRC_fddl/Macro-Recall,0.6416,0.0127,0.1142,2
SRC_fddl/Macro-F1,0.5337,0.0090,0.0813,2
SRC_fddl/Macro-PR-AUC,0.5589,0.0026,0.0230,2
SRC_fddl/Accuracy,0.8013,0.0094,0.0848,2
SRC_fddl/ROC-AUC,0.7222,0.0122,0.1093,2
SRC_fddl/MCC,0.1512,0.0159,0.1427,2
SRC_fddl/Minority-Precision,0.1119,0.0084,0.0759,2
SRC_fddl/Minority-Recall,0.4654,0.0163,0.1466,2
SRC_fddl/Minority-F1,0.1804,0.0122,0.1097,2
SRC_fddl/Minority-PR-AUC,0.1395,0.0035,0.0310,2
