metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6387,0.0348,0.3127,2
LogisticRegression/Macro-Recall,0.6679,0.0192,0.1725,2
LogisticRegression/Macro-F1,0.6482,0.0149,0.1337,2
LogisticRegression/Macro-PR-AUC,0.6389,0.0032,0.0290,2
LogisticRegression/Accuracy,0.9282,0.0176,0.1582,2
LogisticRegression/ROC-AUC,0.8215,0.0166,0.1488,2
LogisticRegression/MCC,0.3027,0.0210,0.1887,2
LogisticRegression/Minority-Precision,0.3084,0.0718,0.6453,2
LogisticRegression/Minority-Recall,0.3808,0.0598,0.5376,2
LogisticRegression/Minority-F1,0.3344,0.0200,0.1797,2
LogisticRegression/Minority-PR-AUC,0.2921,0.0036,0.0323,2
GradientBoosting/Macro-Precision,0.6534,0.0073,0.0655,2
GradientBoosting/Macro-Recall,0.6720,0.0207,0.1859,2
GradientBoosting/Macro-F1,0.6619,0.0131,0.1178,2
GradientBoosting/Macro-PR-AUC,0.6444,0.0107,0.0963,2
GradientBoosting/Accuracy,0.9359,0.0000,0.0000,2
GradientBoosting/ROC-AUC,0.8188,0.0192,0.1722,2
GradientBoosting/MCC,0.3247,0.0273,0.2449,2
GradientBoosting/Minority-Precision,0.3374,0.0126,0.1128,2
GradientBoosting/Minority-Recall,0.3808,0.0435,0.3910,2
GradientBoosting/Minority-F1,0.3575,0.0263,0.2362,2
GradientBoosting/Minority-PR-AUC,0.3019,0.0236,0.2117,2
LinearSVM/Macro-Precision,0.6395,0.0101,0.0903,2
LinearSVM/Macro-Recall,0.6997,0.0191,0.1718,2
LinearSVM/Macro-F1,0.6620,0.0020,0.0181,2
LinearSVM/Macro-PR-AUC,0.6364,0.0004,0.0035,2
LinearSVM/Accuracy,0.9260,0.0079,0.0711,2
LinearSVM/ROC-AUC,0.8174,0.0141,0.1269,2
LinearSVM/MCC,0.3332,0.0040,0.0356,2
LinearSVM/Minority-Precision,0.3067,0.0222,0.1995,2
LinearSVM/Minority-Recall,0.4500,0.0490,0.4398,2
LinearSVM/Minority-F1,0.3633,0.0004,0.0039,2
LinearSVM/Minority-PR-AUC,0.2875,0.0017,0.0157,2
RandomForest/Macro-Precision,0.7392,0.0546,0.4908,2
RandomForest/Macro-Recall,0.6763,0.0001,0.0006,2
RandomForest/Macro-F1,0.7009,0.0189,0.1699,2
RandomForest/Macro-PR-AUC,0.6789,0.0351,0.3157,2
RandomForest/Accuracy,0.9528,0.0075,0.0676,2
RandomForest/ROC-AUC,0.8302,0.0219,0.1971,2
RandomForest/MCC,0.4094,0.0471,0.4235,2
RandomForest/Minority-Precision,0.5091,0.1094,0.9828,2
RandomForest/Minority-Recall,0.3712,0.0082,0.0733,2
RandomForest/Minority-F1,0.4264,0.0338,0.3035,2
RandomForest/Minority-PR-AUC,0.3712,0.0684,0.6144,2
SRC_pure/Macro-Precision,0.5309,0.0052,0.0469,2
SRC_pure/Macro-Recall,0.5514,0.0079,0.0707,2
SRC_pure/Macro-F1,0.5360,0.0064,0.0579,2
SRC_pure/Macro-PR-AUC,0.5299,0.0051,0.0454,2
SRC_pure/Accuracy,0.8889,0.0027,0.0241,2
SRC_pure/ROC-AUC,0.6558,0.0039,0.0346,2
SRC_pure/MCC,0.0797,0.0128,0.1153,2
SRC_pure/Minority-Precision,0.1038,0.0097,0.0870,2
SRC_pure/Minority-Recall,0.1788,0.0136,0.1222,2
SRC_pure/Minority-F1,0.1313,0.0114,0.1026,2
SRC_pure/Minority-PR-AUC,0.0865,0.0120,0.1076,2
SRC_fddl/Macro-Precision,0.5328,0.0061,0.0552,2
SRC_fddl/Macro-Recall,0.5528,0.0084,0.0755,2
SRC_fddl/Macro-F1,0.5382,0.0074,0.0667,2
SRC_fddl/Macro-PR-AUC,0.5302,0.0052,0.0467,2
SRC_fddl/Accuracy,0.8916,0.0037,0.0333,2
SRC_fddl/ROC-AUC,0.6563,0.0039,0.0347,2
SRC_fddl/MCC,0.0832,0.0144,0.1296,2
SRC_fddl/Minority-Precision,0.1074,0.0115,0.1032,2
SRC_fddl/Minority-Recall,0.1788,0.0136,0.1222,2
SRC_fddl/Minority-F1,0.1342,0.0128,0.1150,2
SRC_fddl/Minority-PR-AUC,0.0870,0.0123,0.1101,2
