master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,src_embeddings,src_pure,src_fddl,seed_total
58,8.444,0.043,273.155,3.124,2.079,2.083,1.555,27.792,1.867,2.602,1.585,28.143,1.819,2.540,2.413,0.314,0.370,360.056
8,8.588,0.042,276.405,2.979,1.986,2.038,1.560,28.026,1.800,2.537,1.829,28.038,1.761,2.538,2.344,0.330,0.371,363.274
