metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6799,0.0201,0.0250,5
LogisticRegression/Macro-Recall,0.7001,0.0217,0.0269,5
LogisticRegression/Macro-F1,0.6878,0.0117,0.0146,5
LogisticRegression/Macro-PR-AUC,0.6643,0.0165,0.0205,5
LogisticRegression/Accuracy,0.9406,0.0060,0.0074,5
LogisticRegression/ROC-AUC,0.8505,0.0149,0.0184,5
LogisticRegression/MCC,0.3782,0.0238,0.0295,5
LogisticRegression/Minority-Precision,0.3878,0.0412,0.0511,5
LogisticRegression/Minority-Recall,0.4346,0.0494,0.0613,5
LogisticRegression/Minority-F1,0.4070,0.0223,0.0277,5
LogisticRegression/Minority-PR-AUC,0.3402,0.0316,0.0392,5
GradientBoosting/Macro-Precision,0.6600,0.0131,0.0162,5
GradientBoosting/Macro-Recall,0.6908,0.0165,0.0204,5
GradientBoosting/Macro-F1,0.6728,0.0076,0.0095,5
GradientBoosting/Macro-PR-AUC,0.6645,0.0085,0.0105,5
GradientBoosting/Accuracy,0.9355,0.0055,0.0068,5
GradientBoosting/ROC-AUC,0.8368,0.0145,0.0180,5
GradientBoosting/MCC,0.3487,0.0154,0.0191,5
GradientBoosting/Minority-Precision,0.3487,0.0270,0.0336,5
GradientBoosting/Minority-Recall,0.4208,0.0392,0.0487,5
GradientBoosting/Minority-F1,0.3797,0.0143,0.0178,5
GradientBoosting/Minority-PR-AUC,0.3414,0.0160,0.0199,5
LinearSVM/Macro-Precision,0.6673,0.0089,0.0110,5
LinearSVM/Macro-Recall,0.7117,0.0336,0.0417,5
LinearSVM/Macro-F1,0.6853,0.0166,0.0207,5
LinearSVM/Macro-PR-AUC,0.6658,0.0166,0.0206,5
LinearSVM/Accuracy,0.9364,0.0031,0.0038,5
LinearSVM/ROC-AUC,0.8510,0.0185,0.0230,5
LinearSVM/MCC,0.3756,0.0366,0.0454,5
LinearSVM/Minority-Precision,0.3613,0.0164,0.0203,5
LinearSVM/Minority-Recall,0.4638,0.0724,0.0899,5
LinearSVM/Minority-F1,0.4043,0.0339,0.0420,5
LinearSVM/Minority-PR-AUC,0.3436,0.0315,0.0391,5
RandomForest/Macro-Precision,0.7414,0.0239,0.0296,5
RandomForest/Macro-Recall,0.7205,0.0265,0.0329,5
RandomForest/Macro-F1,0.7280,0.0055,0.0068,5
RandomForest/Macro-PR-AUC,0.7178,0.0101,0.0125,5
RandomForest/Accuracy,0.9531,0.0040,0.0050,5
RandomForest/ROC-AUC,0.8597,0.0103,0.0128,5
RandomForest/MCC,0.4593,0.0092,0.0114,5
RandomForest/Minority-Precision,0.5091,0.0503,0.0624,5
RandomForest/Minority-Recall,0.4638,0.0599,0.0744,5
RandomForest/Minority-F1,0.4805,0.0126,0.0157,5
RandomForest/Minority-PR-AUC,0.4474,0.0198,0.0246,5
SRC_pure/Macro-Precision,0.5936,0.0083,0.0103,5
SRC_pure/Macro-Recall,0.7441,0.0156,0.0194,5
SRC_pure/Macro-F1,0.6201,0.0120,0.0149,5
SRC_pure/Macro-PR-AUC,0.6453,0.0132,0.0163,5
SRC_pure/Accuracy,0.8740,0.0104,0.0129,5
SRC_pure/ROC-AUC,0.8379,0.0084,0.0104,5
SRC_pure/MCC,0.3022,0.0207,0.0257,5
SRC_pure/Minority-Precision,0.2089,0.0159,0.0197,5
SRC_pure/Minority-Recall,0.6008,0.0334,0.0414,5
SRC_pure/Minority-F1,0.3096,0.0189,0.0235,5
SRC_pure/Minority-PR-AUC,0.3024,0.0259,0.0321,5
SRC_fddl/Macro-Precision,0.5936,0.0084,0.0104,5
SRC_fddl/Macro-Recall,0.7447,0.0159,0.0197,5
SRC_fddl/Macro-F1,0.6201,0.0122,0.0151,5
SRC_fddl/Macro-PR-AUC,0.6449,0.0129,0.0160,5
SRC_fddl/Accuracy,0.8737,0.0106,0.0131,5
SRC_fddl/ROC-AUC,0.8376,0.0084,0.0105,5
SRC_fddl/MCC,0.3025,0.0210,0.0261,5
SRC_fddl/Minority-Precision,0.2088,0.0161,0.0200,5
SRC_fddl/Minority-Recall,0.6023,0.0339,0.0421,5
SRC_fddl/Minority-F1,0.3098,0.0192,0.0238,5
SRC_fddl/Minority-PR-AUC,0.3015,0.0253,0.0314,5
