master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
9,21.770,0.081,1115.764,371.263,276.418,274.614,0.320,46.685,1.877,5.330,0.291,45.981,1.827,5.410,2167.639
24,20.809,0.091,1113.018,389.598,291.423,292.967,0.390,49.542,2.579,6.841,0.359,48.481,2.420,6.584,2225.107
69,20.644,0.104,1133.088,367.352,282.629,290.466,0.331,44.934,1.910,5.386,0.289,47.253,1.940,5.575,2201.907
88,22.964,0.096,1118.047,376.935,263.678,278.934,0.356,50.417,2.334,5.586,0.337,49.076,2.285,5.559,2176.612
32,22.951,0.120,1001.307,314.952,236.855,234.602,0.264,35.835,2.091,4.090,0.256,35.964,1.802,4.020,1895.114
