master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
8,12.107,0.035,808.224,66.625,51.471,51.104,0.040,6.046,0.190,1.501,0.035,6.041,0.191,1.508,1008.890
30,12.064,0.032,802.798,64.785,50.660,49.816,0.034,5.776,0.189,1.415,0.032,5.784,0.186,1.416,996.205
