metric,mean,std_ddof1,ci95_halfwidth,n
LogisticRegression/Macro-Precision,0.6933,0.0398,0.0494,5
LogisticRegression/Macro-Recall,0.7063,0.0395,0.0490,5
LogisticRegression/Macro-F1,0.6926,0.0154,0.0191,5
LogisticRegression/Macro-PR-AUC,0.6749,0.0129,0.0160,5
LogisticRegression/Accuracy,0.9413,0.0114,0.0141,5
LogisticRegression/ROC-AUC,0.8331,0.0061,0.0075,5
LogisticRegression/MCC,0.3936,0.0269,0.0334,5
LogisticRegression/Minority-Precision,0.4140,0.0831,0.1031,5
LogisticRegression/Minority-Recall,0.4469,0.0938,0.1165,5
LogisticRegression/Minority-F1,0.4161,0.0299,0.0372,5
LogisticRegression/Minority-PR-AUC,0.3629,0.0251,0.0312,5
GradientBoosting/Macro-Precision,0.6785,0.0101,0.0126,5
GradientBoosting/Macro-Recall,0.6941,0.0184,0.0229,5
GradientBoosting/Macro-F1,0.6850,0.0050,0.0062,5
GradientBoosting/Macro-PR-AUC,0.6674,0.0126,0.0157,5
GradientBoosting/Accuracy,0.9410,0.0041,0.0051,5
GradientBoosting/ROC-AUC,0.8248,0.0128,0.0158,5
GradientBoosting/MCC,0.3715,0.0118,0.0146,5
GradientBoosting/Minority-Precision,0.3856,0.0217,0.0269,5
GradientBoosting/Minority-Recall,0.4215,0.0429,0.0532,5
GradientBoosting/Minority-F1,0.4010,0.0109,0.0135,5
GradientBoosting/Minority-PR-AUC,0.3486,0.0251,0.0312,5
LinearSVM/Macro-Precision,0.6699,0.0060,0.0074,5
LinearSVM/Macro-Recall,0.6988,0.0170,0.0211,5
LinearSVM/Macro-F1,0.6824,0.0057,0.0071,5
LinearSVM/Macro-PR-AUC,0.6617,0.0128,0.0159,5
LinearSVM/Accuracy,0.9383,0.0029,0.0036,5
LinearSVM/ROC-AUC,0.8242,0.0055,0.0068,5
LinearSVM/MCC,0.3672,0.0134,0.0166,5
LinearSVM/Minority-Precision,0.3678,0.0130,0.0162,5
LinearSVM/Minority-Recall,0.4346,0.0386,0.0479,5
LinearSVM/Minority-F1,0.3974,0.0124,0.0154,5
LinearSVM/Minority-PR-AUC,0.3375,0.0264,0.0327,5
RandomForest/Macro-Precision,0.7512,0.0196,0.0243,5
RandomForest/Macro-Recall,0.7036,0.0143,0.0177,5
RandomForest/Macro-F1,0.7236,0.0062,0.0077,5
RandomForest/Macro-PR-AUC,0.7035,0.0125,0.0156,5
RandomForest/Accuracy,0.9551,0.0028,0.0035,5
RandomForest/ROC-AUC,0.8471,0.0074,0.0092,5
RandomForest/MCC,0.4515,0.0132,0.0163,5
RandomForest/Minority-Precision,0.5304,0.0401,0.0499,5
RandomForest/Minority-Recall,0.4262,0.0325,0.0403,5
RandomForest/Minority-F1,0.4707,0.0121,0.0151,5
RandomForest/Minority-PR-AUC,0.4196,0.0244,0.0303,5
SRC_pure/Macro-Precision,0.5797,0.0080,0.0100,5
SRC_pure/Macro-Recall,0.7498,0.0125,0.0155,5
SRC_pure/Macro-F1,0.5965,0.0144,0.0179,5
SRC_pure/Macro-PR-AUC,0.6424,0.0115,0.0142,5
SRC_pure/Accuracy,0.8437,0.0159,0.0197,5
SRC_pure/ROC-AUC,0.8254,0.0238,0.0295,5
SRC_pure/MCC,0.2821,0.0202,0.0250,5
SRC_pure/Minority-Precision,0.1795,0.0156,0.0193,5
SRC_pure/Minority-Recall,0.6462,0.0226,0.0281,5
SRC_pure/Minority-F1,0.2806,0.0195,0.0243,5
SRC_pure/Minority-PR-AUC,0.2978,0.0210,0.0261,5
SRC_fddl/Macro-Precision,0.5794,0.0077,0.0096,5
SRC_fddl/Macro-Recall,0.7498,0.0126,0.0157,5
SRC_fddl/Macro-F1,0.5958,0.0141,0.0175,5
SRC_fddl/Macro-PR-AUC,0.6420,0.0115,0.0142,5
SRC_fddl/Accuracy,0.8430,0.0159,0.0197,5
SRC_fddl/ROC-AUC,0.8251,0.0238,0.0295,5
SRC_fddl/MCC,0.2815,0.0195,0.0242,5
SRC_fddl/Minority-Precision,0.1788,0.0151,0.0187,5
SRC_fddl/Minority-Recall,0.6469,0.0248,0.0308,5
SRC_fddl/Minority-F1,0.2798,0.0189,0.0235,5
SRC_fddl/Minority-PR-AUC,0.2971,0.0210,0.0261,5
