master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
33,17.250,0.079,36.992,54.013,41.202,41.557,0.109,27.773,1.052,3.126,0.100,27.751,1.059,3.427,255.496
74,16.906,0.079,37.414,60.442,47.473,46.089,0.119,28.911,1.190,3.503,0.117,28.900,1.229,3.494,275.871
0,17.159,0.093,39.024,57.451,44.080,42.885,0.146,28.971,1.101,3.510,0.117,28.843,0.932,3.013,267.332
50,15.892,0.080,40.204,61.939,46.224,45.675,0.102,29.491,1.095,3.527,0.105,30.029,1.055,3.048,278.475
55,17.195,0.077,37.198,57.790,43.369,41.572,0.105,28.723,1.107,3.599,0.126,28.724,1.156,3.703,264.450
