master_seed,data_load,partition,fit_encoder_dict,sparse_codes_train,sparse_codes_val,sparse_codes_test,val_logreg,val_gboost,val_svm,val_rf,test_logreg,test_gboost,test_svm,test_rf,seed_total
42,15.879,0.088,81.792,7.375,5.538,5.150,0.093,2.219,0.161,0.976,0.089,2.227,0.173,0.987,122.751
71,15.322,0.068,80.507,7.226,5.464,5.089,0.102,2.227,0.171,1.000,0.091,2.241,0.169,1.018,120.699
70,15.867,0.067,80.460,7.394,5.793,5.228,0.091,2.228,0.174,0.929,0.084,2.226,0.168,0.938,121.653
88,15.570,0.080,79.602,7.111,5.546,5.073,0.089,2.225,0.177,0.889,0.087,2.218,0.170,0.895,119.736
18,15.884,0.065,76.856,6.993,5.404,4.928,0.086,2.222,0.192,1.039,0.076,2.220,0.166,1.055,117.191
